"draw","beta_0","alpha","tau2"
71,-0.221538071541521,0.681359178391752,0.119977577977923
72,-0.228433461012293,0.674264427521902,0.0994953571408591
73,-0.228052404751145,0.654868914609083,0.201117194876586
74,-0.218639028482544,0.663818013197226,0.115094677891326
75,-0.209215112402183,0.623130447953791,0.147931534457881
76,-0.220430729090334,0.673540823486426,0.0851339822737896
77,-0.220851238109584,0.628438504038313,0.141978058055966
78,-0.245899819497885,0.680370444588798,0.130015619569388
79,-0.221569127042539,0.667771904618859,0.148884946929114
80,-0.214758979442953,0.663016097867627,0.124981968478068
81,-0.208818929495188,0.666240395622853,0.146320248597218
82,-0.228797426576528,0.673381525679448,0.126063494479403
83,-0.200174420846029,0.681015805493509,0.140839576613896
84,-0.212864976234288,0.628065060544676,0.147295158957697
85,-0.214804607740177,0.650011201611344,0.184185758719707
86,-0.221389049996268,0.66269887607034,0.146063118346298
87,-0.228960319419194,0.671486030904877,0.173685031936489
88,-0.21705532183195,0.635240506174419,0.129939066587232
89,-0.231244062131178,0.669223489319885,0.146047255968114
90,-0.214478361276057,0.635657278529609,0.171180723588759
91,-0.225973599014792,0.67254861285,0.166899802469921
92,-0.220454610405591,0.669792620911649,0.122956443940049
93,-0.22399500600481,0.666994658976684,0.153829343571315
94,-0.23760600704022,0.638513609166329,0.124720746423101
95,-0.232366160212733,0.678834414607657,0.168065614064323
96,-0.220074576763831,0.666399327575978,0.10909894472668
97,-0.232727142083639,0.66221949282381,0.161437609835683
98,-0.222397171457006,0.665193705523768,0.0999015348834636
99,-0.229540230686297,0.670359141298119,0.179891245343458
100,-0.251382565108836,0.673533544923442,0.174558395286081
101,-0.224690846528229,0.663298652092692,0.14312797184307
102,-0.213858693003351,0.667321250030747,0.115564608596994
103,-0.211762057293646,0.681011359074237,0.130533453966
104,-0.223420138695154,0.673215283967971,0.135921781728435
105,-0.222791557486279,0.682997807793441,0.13165376672711
106,-0.207412114868231,0.680105823654298,0.118816512479294
107,-0.210108008888891,0.665976439967015,0.116515841079801
108,-0.216409500479438,0.682876396466408,0.142228633996665
109,-0.204592628379008,0.663654911265448,0.152095607582897
110,-0.214849098417764,0.66717978568103,0.149795151475051
111,-0.228427093018517,0.657950097783693,0.128496781064823
112,-0.23047659974529,0.63964433087171,0.100284116104161
113,-0.260164448150308,0.675386548531112,0.220025866258865
114,-0.260164448150308,0.662639579873607,0.123126773773795
115,-0.230145431739032,0.667181499758505,0.157485515803489
116,-0.233512292094543,0.667267540897442,0.117296165062739
117,-0.209005581120676,0.671168923619194,0.103274200482131
118,-0.207022225321662,0.66353744731597,0.142021595676736
119,-0.227570571303292,0.673247843138364,0.173430291115346
120,-0.227420001494565,0.675234047835676,0.115264663881702
121,-0.222368254460099,0.664022052774926,0.131015911088413
122,-0.219696149165307,0.673139008641682,0.112197901039709
123,-0.234242721522317,0.676310938280935,0.143443829322114
124,-0.215519186901174,0.641480698923966,0.119871562134602
125,-0.215376416696653,0.682072076797733,0.122463846183401
126,-0.236625710643875,0.676112618362274,0.125598609560596
127,-0.229276171806402,0.644383984116209,0.153690591471887
128,-0.223168256313464,0.668768692264086,0.132376900916499
129,-0.208585839932629,0.678819517812073,0.112284541014061
130,-0.230303791501836,0.662848001657393,0.163197911528545
131,-0.216517835670828,0.64536549870303,0.144285113923031
132,-0.215948100913189,0.68464665720763,0.180908443369776
133,-0.230048795416958,0.653456948224063,0.116313905097121
134,-0.212208943760174,0.684713585429293,0.137102922328998
135,-0.214911130587639,0.679783560250538,0.150416488233348
136,-0.220103470564349,0.663716396569318,0.135462519030856
137,-0.218322155520868,0.672093122495326,0.114494847484084
138,-0.229240631537021,0.623028234300252,0.102655417751322
139,-0.222962470874728,0.675495807119475,0.117593455400552
140,-0.237415625796302,0.676708890509336,0.117348150677128
141,-0.221138483899656,0.668029133868029,0.175469601160313
142,-0.237414680355074,0.666875170235358,0.11119367443586
143,-0.212164115308354,0.685572379352636,0.137902685992862
144,-0.214583085953902,0.682629544903683,0.127485970438599
145,-0.212535400255252,0.682583398318749,0.0991963162705037
146,-0.236850456345983,0.665597601321376,0.13072630559872
147,-0.239003319212888,0.668701764363159,0.120684295350895
148,-0.204139791391592,0.665330028747673,0.127530045058354
149,-0.225264103651594,0.68190944539171,0.124664275027185
150,-0.206209579022449,0.684195902777988,0.141964811417915
151,-0.229342169466336,0.661647575440975,0.117140351239602
152,-0.21546322641712,0.638011745580397,0.201247423947059
153,-0.205267787805955,0.6766571844992,0.161411793777812
154,-0.197827665296088,0.68290416694215,0.115669882910584
155,-0.207211500719837,0.669351464581187,0.135102964517175
156,-0.221490997733745,0.672780974395274,0.147751684925404
157,-0.218519269633603,0.673705899502358,0.118627232621572
158,-0.244263467488355,0.67397571268581,0.154138874639896
159,-0.214423338252417,0.636352723665475,0.127189196333979
160,-0.217337649254317,0.554627530096029,0.207289764356248
161,-0.217392125537388,0.663500509663735,0.147884463631266
162,-0.188281295223166,0.671530045129936,0.103217216208639
163,-0.188281295223166,0.670438676580015,0.162421636663315
164,-0.228058124073647,0.641467063776282,0.134634815723135
165,-0.210367612997957,0.668229345831847,0.11868568114716
166,-0.21895444702096,0.671246704115948,0.127632144357859
167,-0.209943243201113,0.675895589023988,0.113000041280589
168,-0.220361053186551,0.668101231134745,0.144672812097633
169,-0.211206538093735,0.662783484491806,0.124529847456071
170,-0.232975152997416,0.665908609482594,0.125404412396435
171,-0.233186987087953,0.677402123766993,0.165708487130027
172,-0.237967246000673,0.664345007389395,0.116470075283754
173,-0.219615820120603,0.660922011244007,0.139355997707876
174,-0.239937703319764,0.683538220379296,0.141869365811433
175,-0.224350072548407,0.642948088694767,0.126617396755108
176,-0.200113907271876,0.672271345177374,0.137698752209799
177,-0.214911672671826,0.68265764898409,0.138510168773569
178,-0.206766867077129,0.682729834426716,0.132602374937653
179,-0.213849667572371,0.657727524810673,0.114123979139631
180,-0.20644241108221,0.680259752566353,0.150475495557927
181,-0.22207240269918,0.675802320752888,0.191124067895146
182,-0.226265883748168,0.636776816947231,0.173121417693311
183,-0.22279382226673,0.631794594732708,0.151833213870867
184,-0.210708612091349,0.635389670537685,0.176710127573098
185,-0.219249859911259,0.674324749146915,0.135739759078643
186,-0.206479665060538,0.667972365111133,0.14570119736364
187,-0.210577268585901,0.669148605713462,0.189222584928646
188,-0.226522003111602,0.68492888566712,0.137565743729195
189,-0.219935935739752,0.675768583744598,0.129548994129103
190,-0.211169296370113,0.668410929768716,0.11872627274526
191,-0.22047343790386,0.669878615691426,0.124823755733702
192,-0.221495443498138,0.683067504953452,0.174221079029584
193,-0.199015497736828,0.664134837468594,0.146724963446236
194,-0.231462527521652,0.684564398816408,0.124705678683343
195,-0.234036627147284,0.671369780698818,0.122552180450139
196,-0.217735690821904,0.666869968646376,0.10924502404338
197,-0.223490882527726,0.666377325738874,0.141824469282863
198,-0.207550802521584,0.66893766585532,0.166123399168374
199,-0.227134816262545,0.626111617421007,0.137200520662842
200,-0.231807653124323,0.667542260285185,0.138730200483916
201,-0.223809617615442,0.68439901423566,0.121997436407223
202,-0.20962667536686,0.680981102864524,0.148731584996611
203,-0.216477807382698,0.670507307794943,0.120564572030172
204,-0.212768991917075,0.685752075959612,0.130199703696816
205,-0.213353462314409,0.647592926830356,0.145851352931923
206,-0.226068143693492,0.683286744869135,0.119542912788127
207,-0.216245910820238,0.64021390389632,0.129914417070892
208,-0.219870413979719,0.665384962464068,0.111521333192391
209,-0.229365817733947,0.68365123669585,0.204332314908514
210,-0.216035189308348,0.65397120448622,0.121760283495376
211,-0.204210350074567,0.663530272912402,0.124310837858365
212,-0.214017950905145,0.673544275873457,0.125024328536445
213,-0.230539869325838,0.648255611815669,0.159393825539753
214,-0.221954760328167,0.670211338175285,0.166024464909681
215,-0.219631932717845,0.662762070238029,0.119411099679772
216,-0.219607974202531,0.668307804921621,0.139180293076326
217,-0.206126048929851,0.668391457043843,0.104149304590025
218,-0.233415161976868,0.635214367798673,0.130500038959661
219,-0.21617670258794,0.676119591555518,0.160242479421832
220,-0.206803828525524,0.664346862447033,0.12894404654764
221,-0.20946304947966,0.663038956350908,0.135149335054666
222,-0.217626597835402,0.619150874949433,0.0885467304696916
223,-0.229102343327712,0.669582865448791,0.142446442021504
224,-0.230377056385094,0.656731357056189,0.138584143447947
225,-0.239341687027715,0.668758907459253,0.16481114696689
226,-0.216024723854943,0.683395021396346,0.151434985444323
227,-0.20782133789258,0.646729044955882,0.169229544874603
228,-0.204355019555816,0.675582383306344,0.129549323137165
229,-0.232239719395355,0.678621772957767,0.163165805470406
230,-0.215133070295902,0.685477611096549,0.123556779592938
231,-0.223595219097712,0.679202779247908,0.130227369171982
232,-0.230958881736377,0.653281879433583,0.13536744607886
233,-0.235115687655169,0.662543428534671,0.122445548070452
234,-0.211784383390043,0.684527069575161,0.110147207121243
235,-0.212105524847372,0.67606774627802,0.136855974331644
236,-0.21399294112484,0.679135988138868,0.0975703798421065
237,-0.229870556793908,0.63129332487362,0.152790688097346
238,-0.22262463937605,0.673245618802716,0.139562800707319
239,-0.220248771838973,0.640212441670896,0.134967113197158
240,-0.236661885251298,0.654556313179827,0.177493729094346
241,-0.220399030903482,0.671100338732259,0.149565020275951
242,-0.217345291787818,0.680026300384581,0.124790035132222
243,-0.212140937959159,0.639073233017731,0.138723081461669
244,-0.198850857663891,0.672038071435482,0.150330373760054
245,-0.21808341914428,0.683465933671012,0.131328809590002
246,-0.221729423069503,0.681700474102528,0.125255945641525
247,-0.215568159328961,0.674421534728145,0.0901812289326721
248,-0.222010469439721,0.683045663988731,0.126799517903523
249,-0.211983844923461,0.683960391235688,0.128338450762212
250,-0.228514234202698,0.661950480316343,0.12931191080434
251,-0.229495935755355,0.619988336493132,0.200143047264151
252,-0.217943127322664,0.66563453032968,0.134408863717146
253,-0.221110896058832,0.663478034044497,0.169691744995869
254,-0.198348762587973,0.67025929396452,0.193336908013631
255,-0.210097917462026,0.676460628000016,0.0875428581726085
256,-0.229351332498999,0.683524487463381,0.142716254472633
257,-0.229354881405887,0.665207112479614,0.118914660136606
258,-0.207314189472927,0.662878337911558,0.136889794423559
259,-0.211763704334989,0.684847198538569,0.132066088175811
260,-0.216250690668493,0.639209828688121,0.0928433062061673
261,-0.219399097782027,0.670298996425725,0.118617712866608
262,-0.215396778760895,0.680857612837575,0.129630673342203
263,-0.219727802776152,0.617620925314745,0.144476002730117
264,-0.236037877805173,0.676246817248397,0.103861357404088
265,-0.222031452447952,0.633180456328825,0.154553351058242
266,-0.223857394797111,0.64200915776695,0.150865418472734
267,-0.213442372510831,0.683105316819702,0.148250923555261
268,-0.211714173821667,0.666558840284365,0.204779664587866
269,-0.233834832133586,0.675167800623348,0.129001718949385
270,-0.197392244792203,0.664889453569036,0.136027787810158
271,-0.213901531635186,0.669689105015659,0.123572960145609
272,-0.210038525422909,0.647897101606964,0.14952388910946
273,-0.239056864030508,0.634652656833947,0.181218600426209
274,-0.208233946637784,0.662388043342378,0.134911163145223
275,-0.209673306285338,0.663694320247199,0.125383368696251
276,-0.218375487384607,0.663543930081556,0.106422947295067
277,-0.219536101636638,0.666427361865951,0.117360055005748
278,-0.209845130604479,0.679274585849267,0.157664185879418
279,-0.235919677841489,0.669233527508838,0.116292276397242
280,-0.203804992750966,0.637388712718511,0.149586790591378
281,-0.222133141198703,0.634254791417491,0.1489619241618
282,-0.209291348994995,0.661422659819134,0.132994136976427
283,-0.216434234425234,0.682365334634249,0.163620478932969
284,-0.240611141972147,0.675947206202435,0.136455447433676
285,-0.226291641412866,0.648366519503871,0.176826902732169
286,-0.21199954127333,0.674136424285153,0.110632724238767
287,-0.204221215408059,0.626029165224309,0.152594260070931
288,-0.217938071982343,0.679010990631822,0.166033496414084
289,-0.218680090533875,0.68106365253933,0.131396439182242
290,-0.230198641644238,0.673434925450914,0.160868591882871
291,-0.215034246566117,0.663510378628227,0.149728780663818
292,-0.21198827436806,0.677735930787476,0.141734129287291
293,-0.228207813803994,0.665933066058491,0.164678648576868
294,-0.210194088572499,0.685242615963152,0.146929754301457
295,-0.216267706751269,0.674022940980534,0.14914619146637
296,-0.216827394789585,0.671438266564677,0.189130172350546
297,-0.237482117822474,0.682712226968757,0.198295718717817
298,-0.225537275972605,0.676661726911616,0.127897299116419
299,-0.21616107113963,0.661717177086818,0.144305623889399
300,-0.22357051477245,0.683799108538101,0.144460599650201
301,-0.211234421484028,0.677371526362636,0.118894354526583
302,-0.220323819222727,0.678179249227453,0.152883812885012
303,-0.231806483045151,0.658177578001859,0.147931634223406
304,-0.217348060091855,0.678225587737615,0.130260574209618
305,-0.215001946696796,0.685612417470634,0.144098611492758
306,-0.229603907280282,0.66626770163324,0.111128710297994
307,-0.220220390625274,0.665862500025551,0.143077892732543
308,-0.229620866703745,0.676299610452501,0.146019323338286
309,-0.229692939857972,0.677576200471808,0.0858883191538133
310,-0.246091145698773,0.675670829254419,0.131548048900927
311,-0.234636638057363,0.664558667568347,0.167385332300396
312,-0.216657768404589,0.664189035899274,0.0934689213562586
313,-0.210251274358465,0.679410794720787,0.151831435719317
314,-0.218691536369469,0.65740333276362,0.121465428310975
315,-0.219783856725607,0.670463291516352,0.0980643041598344
316,-0.243682751014876,0.669222136609111,0.167677101309057
317,-0.224311976381237,0.639689862162774,0.182074741012283
318,-0.218850929219784,0.68065966505926,0.0760649011379582
319,-0.212763292894771,0.640611661438473,0.109447348702025
320,-0.223698552600543,0.685670741036948,0.1129899376424
321,-0.218924649237563,0.681525782993291,0.151088373954212
322,-0.232125125862649,0.664373794809434,0.15581124850754
323,-0.212901478500166,0.685740700142196,0.150011843929795
324,-0.229406769217151,0.64070113549684,0.165626993410828
325,-0.215015208405967,0.634863484917858,0.169110107193888
326,-0.223939956855027,0.673151404710773,0.124582681334682
327,-0.220792276114501,0.66424035081243,0.117394428254642
328,-0.219423071638711,0.664080637316065,0.141995124454055
329,-0.215470335841667,0.672364170531887,0.163210695539471
330,-0.19971477342768,0.6834931999931,0.125990653320294
331,-0.207398076850312,0.650193327801426,0.153605701029613
332,-0.20414254440698,0.665856565168546,0.119488279932169
333,-0.233254984199377,0.627444927496045,0.23134873366592
334,-0.206865776746857,0.638606049728679,0.189053495927664
335,-0.202750732841728,0.675998697117423,0.115711947998073
336,-0.210452901219496,0.650138355870239,0.107879445815834
337,-0.203714772183283,0.666493120995232,0.122542922007751
338,-0.205801023006965,0.683784054041295,0.150222535612275
339,-0.208646791319407,0.621709140218813,0.136250488656561
340,-0.209190717170255,0.671810463439722,0.123570571917465
341,-0.224228998050512,0.666608595508698,0.109274584719167
342,-0.20776463186543,0.655751373223751,0.171613219506115
343,-0.219299124560291,0.683701807936283,0.137049473657281
344,-0.206501345419791,0.666153653684121,0.132112378896967
345,-0.212457962184403,0.673466465600246,0.126422299156879
346,-0.196090918326922,0.667168759265977,0.16515560363334
347,-0.214109109700817,0.683968079999916,0.127610200772804
348,-0.226741303879548,0.663093588320959,0.139950120881788
349,-0.232958406520846,0.682272140948477,0.119759097777521
350,-0.2428933298222,0.632796943949961,0.168392129931288
351,-0.207142476098607,0.63312545472931,0.151077185612464
352,-0.20582119359148,0.670425552806569,0.12195017757678
353,-0.205371046876387,0.640954993469045,0.162477656290601
354,-0.216538533781414,0.673122669516334,0.114347474289734
355,-0.234396762526932,0.679765769404105,0.150247155923275
356,-0.235411126660555,0.682400477286479,0.0973289722997211
357,-0.212339966185628,0.668860760874017,0.125307522010518
358,-0.224799082616588,0.677119832276687,0.123394247266578
359,-0.202292071715739,0.663383544124333,0.102185154655903
360,-0.206987192321447,0.674201406325675,0.123776580361922
361,-0.215231393043312,0.672008267518349,0.114954663554828
362,-0.207622561066689,0.644894723533604,0.13595926292656
363,-0.225701122715251,0.68127089888756,0.151975874461241
364,-0.216609051073061,0.666622902369569,0.141582138948598
365,-0.225483765974186,0.663059325093172,0.139463851970073
366,-0.21910300550814,0.668647990190683,0.15064268843315
367,-0.211728706019003,0.683471014716129,0.109803526706231
368,-0.205220137992254,0.683365089660587,0.114223858202935
369,-0.208246318753294,0.684754691291902,0.106931842451147
370,-0.216355517561367,0.666219829984442,0.151375179325958
371,-0.19707557265002,0.671915686517965,0.13322851696566
372,-0.20713694211142,0.663140076397956,0.13866997364141
373,-0.206968825527596,0.682164862579984,0.108255070017112
374,-0.233364616692982,0.672251332297231,0.0955769011312714
375,-0.227624791627667,0.682867395644878,0.115680569364091
376,-0.231646685716205,0.680829006023696,0.131833817962808
377,-0.233622187360625,0.677325268216675,0.16036298894565
378,-0.205456385326645,0.670676131565695,0.153162760241704
379,-0.198130260210795,0.665452854251499,0.108162092833251
380,-0.196640185173626,0.670813240376452,0.161272227491356
381,-0.227071665048133,0.665394265775422,0.103792211262207
382,-0.216398229371452,0.661976861479251,0.123641387622386
383,-0.229530811771142,0.680894402105489,0.11369000579015
384,-0.21671957583289,0.675275173789091,0.149167897795694
385,-0.220314844887018,0.665547418296886,0.127349269299369
386,-0.203756469026618,0.686003774587712,0.13513951827836
387,-0.204167465123024,0.672721464951451,0.161770429666936
388,-0.219941817509679,0.662266251288797,0.130497727674737
389,-0.227392482211237,0.673921209259772,0.144792744403452
390,-0.228745288688531,0.677820507488306,0.131225112241955
391,-0.215292532349036,0.679602525225829,0.179887974951915
392,-0.234291458886103,0.678254750841098,0.166516000185298
393,-0.230493260419843,0.66931814388036,0.11902299226313
394,-0.235176829276575,0.671043296259012,0.140168502887616
395,-0.219414656687008,0.674508121236178,0.16430272762022
396,-0.198724926124722,0.666912364561559,0.12068420622266
397,-0.219664408131425,0.65820183659519,0.1183340966095
398,-0.216959506430719,0.672270411934608,0.147824961378859
399,-0.222489337680051,0.678350196458189,0.144185900726036
400,-0.220096193798662,0.636321608257176,0.159677712282921
401,-0.22113493020425,0.682119650417114,0.162981957603025
402,-0.206536406451357,0.664987261779625,0.122818287806418
403,-0.198450097128609,0.676746414043016,0.187311715493435
404,-0.220554044467158,0.634702766449521,0.162206662616052
405,-0.225542529358595,0.664689019346148,0.181295684649468
406,-0.232671510890845,0.65030979850012,0.14123073558866
407,-0.231184579580567,0.668363048807549,0.131629538375044
408,-0.218151945864446,0.685758377742395,0.134162737867204
409,-0.227300484975422,0.680586648558751,0.115545623138309
410,-0.214080188356419,0.681180103228755,0.108713382738705
411,-0.219405575039648,0.675250375207885,0.126690245001987
412,-0.234678694563692,0.649580745487947,0.191080431861637
413,-0.211416982620617,0.647838465903817,0.110491704160918
414,-0.223992201518481,0.63747461233628,0.174117705740501
415,-0.229303633507417,0.662185579771782,0.172481030432972
416,-0.218116235694502,0.673407199909886,0.120502886834506
417,-0.195409915865417,0.659591540670964,0.122218142913037
418,-0.237966844891952,0.640402156901315,0.13994616382999
419,-0.223551565423135,0.675138350958691,0.1163223866776
420,-0.226951455371624,0.676190390668679,0.107253423824618
421,-0.212049802960723,0.66223534066713,0.177707249384759
422,-0.232136099960823,0.667612730960015,0.180721192091363
423,-0.200389926987915,0.646400537332141,0.114298544576392
424,-0.2190651782603,0.675767540565085,0.118370602333441
425,-0.230205374644756,0.673214255355881,0.171976587191837
426,-0.223650284859427,0.670638357798662,0.11910599214585
427,-0.22598586882059,0.678475611763125,0.128812620484119
428,-0.207008113556694,0.674278906719634,0.100573613530531
429,-0.215270910746833,0.678128441967955,0.173779000977167
430,-0.219077113770819,0.676292751928947,0.117007375266579
431,-0.197437105772443,0.667771328084601,0.105909119732748
432,-0.19891641660624,0.676227474847583,0.144645845150847
433,-0.2200142831724,0.681564217880631,0.155295736474545
434,-0.237173613716585,0.670148051542606,0.125148032134372
435,-0.234424714840371,0.668795473095759,0.100342064213151
436,-0.22305197238533,0.624998327692057,0.160015616011487
437,-0.197587567172427,0.661677032194592,0.157821480969019
438,-0.234110175284542,0.62717856172335,0.111428339192684
439,-0.201637811472921,0.632305488819805,0.142469913642938
440,-0.211180965252285,0.680045568981065,0.10234012862312
441,-0.238210195316484,0.617672066900525,0.110144717548484
442,-0.203802318631395,0.683471774112657,0.122728235851477
443,-0.231669023006923,0.662698634339586,0.12769344884213
444,-0.228147590808286,0.668102523076719,0.137713675992553
445,-0.209240764364967,0.681893311581054,0.13244519279508
446,-0.236986671335533,0.676470246511669,0.183818350649033
447,-0.224441248248312,0.662407884236755,0.135836093669393
448,-0.20559654151863,0.676735088111322,0.117055322424979
449,-0.214506510923497,0.673419883567301,0.126537971868748
450,-0.228260770147641,0.666716228549996,0.17229483121044
451,-0.207658263486385,0.666661138622607,0.13467282943991
452,-0.207039212845429,0.673366479609872,0.165473272465371
453,-0.218413029055783,0.66545496918502,0.123267945522398
454,-0.222947767285154,0.678208124016432,0.126355097793201
455,-0.231033710101704,0.662593364064859,0.165942557603802
456,-0.231079294962067,0.663346570834638,0.137790761057929
457,-0.212087240659397,0.680680645510508,0.14790393396687
458,-0.231480026276565,0.683713044471714,0.132236924776611
459,-0.233209347957896,0.669545077852815,0.129310870028321
460,-0.239145532963168,0.684737315744617,0.112435264436166
461,-0.224084039878583,0.673389664164894,0.141286276689616
462,-0.22657741645341,0.657212805839881,0.0991374586653933
463,-0.212882169757593,0.631386593745701,0.119849150201211
464,-0.196545575213863,0.628096830998188,0.19669851672067
465,-0.221634087870649,0.67897079503687,0.131260017591184
466,-0.216533013704894,0.685045116269515,0.118990765588288
467,-0.213027437474003,0.679173581508242,0.153334594164768
468,-0.198354889944059,0.677335496694455,0.14060677685649
469,-0.203940819020851,0.669849963134389,0.116148938414902
470,-0.211468641462232,0.681744942681435,0.100443601025706
471,-0.233938648526169,0.681088788312723,0.162553171580861
472,-0.223570720622894,0.676441330307186,0.163705105863089
473,-0.211953198491637,0.680023458027371,0.156610505897893
474,-0.21170157092752,0.672379528214065,0.117372358449736
475,-0.220872640819961,0.667811732939823,0.124680649136861
476,-0.211935204336749,0.668676286558313,0.15843485239634
477,-0.22045772096946,0.651054439953392,0.118544668259352
478,-0.229412983236415,0.662356319243702,0.128493195796545
479,-0.208781220649194,0.673440879031842,0.0941817143509537
480,-0.203627854028668,0.670291023921024,0.135564747290191
481,-0.208332737260041,0.680587751906339,0.142865344218861
482,-0.218224580738487,0.685541118320423,0.109352617627375
483,-0.246102450473357,0.662541482989238,0.133329987836243
484,-0.25032753323702,0.678983726695398,0.118893561629659
485,-0.2013618327297,0.662353625808209,0.163991443100793
486,-0.238593514539638,0.633890476759057,0.198595558488245
487,-0.22034567402509,0.680659517953957,0.20219709440004
488,-0.233457652059174,0.670257095442559,0.0999021532982746
489,-0.220190740577941,0.685041051246002,0.155790101407737
490,-0.224602789075291,0.683790313939338,0.157856865115105
491,-0.214833591363905,0.630706497440782,0.138437281349686
492,-0.200539624277347,0.662658527975095,0.100102030839652
493,-0.203474655170196,0.680547450287778,0.137091390317461
494,-0.221623903090439,0.664307012213567,0.109388438776232
495,-0.21957668690989,0.668011621082015,0.0947135713356092
496,-0.23042131014074,0.678328251464258,0.126992596507578
497,-0.225791598794456,0.67762452825286,0.129240527890175
498,-0.214855148547676,0.670795996776403,0.143779109850035
499,-0.232642294274176,0.668695412544832,0.160743304965344
500,-0.211916185231721,0.681978937325843,0.155290233132088
501,-0.212910009870405,0.643483822609244,0.149561385312998
502,-0.217779881664184,0.662681928099785,0.0887342241373207
503,-0.220906404767229,0.680893190045025,0.123752414796176
504,-0.208302189884334,0.662412784245306,0.128814245048184
505,-0.243968704597426,0.656244746644578,0.152221560513722
506,-0.208495066289182,0.671969852379581,0.13616908520434
507,-0.211435809291517,0.674499013376938,0.102995134635207
508,-0.222583304011088,0.685134267327927,0.164749484638597
509,-0.20960992041529,0.639204056773789,0.111764821823554
510,-0.213399829452713,0.643393931182601,0.127263459331934
511,-0.204855450395997,0.663074774417054,0.132796602518598
512,-0.217770788861379,0.666804419268497,0.114724196841423
513,-0.223937914533445,0.666559908471684,0.127082848019426
514,-0.189194859071138,0.637710593750375,0.137506336930934
515,-0.189194859071138,0.668006621055836,0.15847205805358
516,-0.211573151153949,0.680908995440948,0.119821254182053
