"from_index","to_index","from_id","to_id","edge_dissimilarity","boundary_prob","w_posterior","boundary_median"
17,25,"S02000276","S02000284",0.935497438561129,0,1,0
20,25,"S02000279","S02000284",0.785817848391349,0,1,0
23,25,"S02000282","S02000284",0.860657643476239,0,1,0
12,26,"S02000271","S02000285",0.0374198975424451,0,1,0
17,26,"S02000276","S02000285",0.0374198975424451,0,1,0
25,26,"S02000284","S02000285",0.898077541018684,0,1,0
22,27,"S02000281","S02000286",0.598718360679123,0,1,0
19,28,"S02000278","S02000287",0.0748397950848902,0,1,0
20,28,"S02000279","S02000287",0.149679590169781,0,1,0
22,28,"S02000281","S02000287",0.748397950848903,0,1,0
27,28,"S02000286","S02000287",0.149679590169781,0,1,0
29,30,"S02000611","S02000613",0.299359180339561,0,1,0
30,31,"S02000613","S02000618",0.523878565594232,0,1,0
29,33,"S02000611","S02000620",1.45937600415536,0.9999,0,1
30,34,"S02000613","S02000623",1.04775713118847,0.7763,0,1
31,34,"S02000618","S02000623",0.523878565594233,0,1,0
31,35,"S02000618","S02000626",0.823237745933794,0,1,0
34,35,"S02000623","S02000626",1.34711631152803,0.9999,0,1
33,36,"S02000620","S02000629",0.0374198975424451,0,1,0
29,37,"S02000611","S02000630",0.972917336103575,0,1,0
33,37,"S02000620","S02000630",0.486458668051787,0,1,0
36,37,"S02000629","S02000630",0.449038770509342,0,1,0
29,38,"S02000611","S02000632",1.27227651644314,0.9996,0,1
30,38,"S02000613","S02000632",0.972917336103575,0,1,0
34,38,"S02000623","S02000632",2.02067446729204,1,0,1
37,38,"S02000630","S02000632",0.299359180339561,0,1,0
32,39,"S02000619","S02000633",0.374198975424452,0,1,0
33,39,"S02000620","S02000633",1.1600168238158,0.9961,0,1
36,39,"S02000629","S02000633",1.19743672135825,0.9978,0,1
32,40,"S02000619","S02000635",0.972917336103575,0,1,0
39,40,"S02000633","S02000635",1.34711631152803,0.9999,0,1
31,41,"S02000618","S02000636",0.523878565594233,0,1,0
34,41,"S02000623","S02000636",0,0,1,0
35,41,"S02000626","S02000636",1.34711631152803,0.9999,0,1
34,42,"S02000623","S02000640",1.94583467220715,1,0,1
38,42,"S02000632","S02000640",0.0748397950848904,0,1,0
41,42,"S02000636","S02000640",1.94583467220715,1,0,1
36,43,"S02000629","S02000643",0.673558155764013,0,1,0
37,43,"S02000630","S02000643",1.12259692627336,0.9936,0,1
38,43,"S02000632","S02000643",0.823237745933794,0,1,0
39,43,"S02000633","S02000643",0.523878565594232,0,1,0
42,43,"S02000640","S02000643",0.898077541018684,0,1,0
31,44,"S02000618","S02000645",0.523878565594233,0,1,0
41,44,"S02000636","S02000645",0,0,1,0
41,45,"S02000636","S02000646",2.69423262305605,1,0,1
42,45,"S02000640","S02000646",0.748397950848904,0,1,0
44,45,"S02000645","S02000646",2.69423262305605,1,0,1
39,46,"S02000633","S02000647",1.27227651644314,0.9996,0,1
40,46,"S02000635","S02000647",0.0748397950848904,0,1,0
39,47,"S02000633","S02000648",1.12259692627336,0.9936,0,1
43,47,"S02000643","S02000648",0.598718360679123,0,1,0
46,47,"S02000647","S02000648",0.149679590169781,0,1,0
46,48,"S02000647","S02000650",1.5716356967827,1,0,1
47,48,"S02000648","S02000650",1.72131528695248,1,0,1
44,50,"S02000645","S02000652",3.25553108619273,1,0,1
45,50,"S02000646","S02000652",0.561298463136678,0,1,0
44,51,"S02000645","S02000653",1.98325456974959,1,0,1
42,52,"S02000640","S02000654",0.561298463136678,0,1,0
43,52,"S02000643","S02000654",0.336779077882007,0,1,0
45,52,"S02000646","S02000654",0.187099487712226,0,1,0
49,53,"S02000651","S02000655",0.0374198975424451,0,1,0
43,54,"S02000643","S02000657",1.23485661890069,0.9987,0,1
47,54,"S02000648","S02000657",0.636138258221568,0,1,0
52,54,"S02000654","S02000657",0.898077541018684,0,1,0
40,55,"S02000635","S02000658",1.34711631152803,0.9999,0,1
46,55,"S02000647","S02000658",1.42195610661292,0.9999,0,1
48,55,"S02000650","S02000658",0.149679590169781,0,1,0
53,55,"S02000655","S02000658",0.149679590169781,0,1,0
47,56,"S02000648","S02000659",1.34711631152803,0.9999,0,1
48,56,"S02000650","S02000659",0.374198975424452,0,1,0
54,56,"S02000657","S02000659",0.710978053306458,0,1,0
55,56,"S02000658","S02000659",0.224519385254671,0,1,0
49,57,"S02000651","S02000661",0.411618872966897,0,1,0
44,58,"S02000645","S02000662",2.69423262305605,1,0,1
50,58,"S02000652","S02000662",0.561298463136678,0,1,0
51,58,"S02000653","S02000662",0.710978053306458,0,1,0
45,59,"S02000646","S02000663",0.449038770509342,0,1,0
50,59,"S02000652","S02000663",1.01033723364602,0,1,0
52,59,"S02000654","S02000663",0.261939282797116,0,1,0
57,60,"S02000661","S02000664",0.523878565594232,0,1,0
49,61,"S02000651","S02000665",0.0374198975424452,0,1,0
53,61,"S02000655","S02000665",0.0748397950848903,0,1,0
57,61,"S02000661","S02000665",0.449038770509342,0,1,0
60,61,"S02000664","S02000665",0.0748397950848904,0,1,0
55,62,"S02000658","S02000666",1.23485661890069,0.9987,0,1
56,62,"S02000659","S02000666",1.01033723364602,0,1,0
52,63,"S02000654","S02000667",0.935497438561129,0,1,0
54,63,"S02000657","S02000667",0.0374198975424451,0,1,0
56,63,"S02000659","S02000667",0.673558155764013,0,1,0
59,63,"S02000663","S02000667",0.673558155764013,0,1,0
62,63,"S02000666","S02000667",0.336779077882007,0,1,0
60,64,"S02000664","S02000668",0.0748397950848904,0,1,0
53,65,"S02000655","S02000669",0.935497438561129,0,1,0
55,65,"S02000658","S02000669",0.785817848391349,0,1,0
61,65,"S02000665","S02000669",0.860657643476239,0,1,0
55,66,"S02000658","S02000670",0.598718360679123,0,1,0
62,66,"S02000666","S02000670",0.636138258221568,0,1,0
60,67,"S02000664","S02000671",0.261939282797116,0,1,0
64,67,"S02000668","S02000671",0.336779077882007,0,1,0
60,68,"S02000664","S02000672",0.598718360679123,0,1,0
61,68,"S02000665","S02000672",0.523878565594232,0,1,0
64,69,"S02000668","S02000673",1.75873518449492,1,0,1
50,70,"S02000652","S02000674",2.20777395500427,1,0,1
51,70,"S02000653","S02000674",0.935497438561129,0,1,0
58,70,"S02000662","S02000674",1.64647549186759,1,0,1
59,70,"S02000663","S02000674",1.19743672135825,0.9978,0,1
61,71,"S02000665","S02000675",0.449038770509342,0,1,0
65,71,"S02000669","S02000675",0.411618872966897,0,1,0
68,71,"S02000672","S02000675",0.972917336103575,0,1,0
55,72,"S02000658","S02000676",1.27227651644314,0.9996,0,1
65,72,"S02000669","S02000676",0.486458668051787,0,1,0
66,72,"S02000670","S02000676",0.673558155764013,0,1,0
60,73,"S02000664","S02000677",0.823237745933794,0,1,0
67,73,"S02000671","S02000677",1.08517702873091,0.8941,0,1
68,73,"S02000672","S02000677",0.224519385254671,0,1,0
56,74,"S02000659","S02000678",1.42195610661292,0.9999,0,1
62,74,"S02000666","S02000678",0.411618872966897,0,1,0
63,74,"S02000667","S02000678",0.748397950848903,0,1,0
64,75,"S02000668","S02000679",0.673558155764013,0,1,0
67,75,"S02000671","S02000679",1.01033723364602,0,1,0
73,75,"S02000677","S02000679",0.0748397950848905,0,1,0
62,76,"S02000666","S02000680",0.561298463136678,0,1,0
66,76,"S02000670","S02000680",0.0748397950848904,0,1,0
72,76,"S02000676","S02000680",0.598718360679123,0,1,0
68,77,"S02000672","S02000681",0.149679590169781,0,1,0
73,77,"S02000677","S02000681",0.0748397950848905,0,1,0
64,78,"S02000668","S02000682",0.523878565594232,0,1,0
69,78,"S02000673","S02000682",2.28261375008916,1,0,1
75,78,"S02000679","S02000682",0.149679590169781,0,1,0
68,79,"S02000672","S02000683",0.0748397950848904,0,1,0
71,79,"S02000675","S02000683",1.04775713118847,0.7763,0,1
77,79,"S02000681","S02000683",0.0748397950848902,0,1,0
69,80,"S02000673","S02000684",0.411618872966897,0,1,0
78,80,"S02000682","S02000684",1.87099487712226,1,0,1
65,81,"S02000669","S02000685",1.23485661890069,0.9987,0,1
71,81,"S02000675","S02000685",1.64647549186759,1,0,1
72,81,"S02000676","S02000685",0.748397950848904,0,1,0
79,81,"S02000683","S02000685",2.69423262305605,1,0,1
69,82,"S02000673","S02000686",2.35745354517405,1,0,1
78,82,"S02000682","S02000686",0.0748397950848904,0,1,0
80,82,"S02000684","S02000686",1.94583467220715,1,0,1
62,83,"S02000666","S02000687",0.299359180339561,0,1,0
74,83,"S02000678","S02000687",0.710978053306458,0,1,0
76,83,"S02000680","S02000687",0.261939282797116,0,1,0
79,84,"S02000683","S02000688",0.972917336103575,0,1,0
81,84,"S02000685","S02000688",1.72131528695248,1,0,1
73,85,"S02000677","S02000689",0.149679590169781,0,1,0
75,85,"S02000679","S02000689",0.224519385254671,0,1,0
77,85,"S02000681","S02000689",0.224519385254671,0,1,0
78,85,"S02000682","S02000689",0.374198975424452,0,1,0
82,85,"S02000686","S02000689",0.299359180339561,0,1,0
77,86,"S02000681","S02000690",0.0374198975424453,0,1,0
79,86,"S02000683","S02000690",0.112259692627336,0,1,0
84,86,"S02000688","S02000690",1.08517702873091,0.8941,0,1
85,86,"S02000689","S02000690",0.187099487712226,0,1,0
1,87,"S02000260","S02000691",1.19743672135825,0.9978,0,1
5,87,"S02000264","S02000691",2.3200336476316,1,0,1
76,87,"S02000680","S02000691",0.898077541018684,0,1,0
83,87,"S02000687","S02000691",0.636138258221568,0,1,0
72,88,"S02000676","S02000692",0.0748397950848904,0,1,0
81,88,"S02000685","S02000692",0.673558155764013,0,1,0
84,88,"S02000688","S02000692",1.04775713118846,0.7763,0,1
84,89,"S02000688","S02000693",1.87099487712226,1,0,1
86,89,"S02000690","S02000693",2.95617190585317,1,0,1
88,89,"S02000692","S02000693",0.823237745933794,0,1,0
5,90,"S02000264","S02000694",2.39487344271649,1,0,1
72,90,"S02000676","S02000694",0.374198975424452,0,1,0
76,90,"S02000680","S02000694",0.972917336103574,0,1,0
87,90,"S02000691","S02000694",0.0748397950848902,0,1,0
88,90,"S02000692","S02000694",0.299359180339561,0,1,0
1,91,"S02000260","S02000695",0.972917336103575,0,1,0
2,91,"S02000261","S02000695",0.149679590169781,0,1,0
59,91,"S02000663","S02000695",2.17035405746182,1,0,1
63,91,"S02000667","S02000695",1.49679590169781,1,0,1
74,91,"S02000678","S02000695",2.24519385254671,1,0,1
80,92,"S02000684","S02000696",0.0748397950848904,0,1,0
1,93,"S02000260","S02000697",0.523878565594233,0,1,0
74,93,"S02000678","S02000697",0.748397950848903,0,1,0
83,93,"S02000687","S02000697",0.0374198975424451,0,1,0
87,93,"S02000691","S02000697",0.673558155764013,0,1,0
91,93,"S02000695","S02000697",1.49679590169781,1,0,1
85,94,"S02000689","S02000698",1.5716356967827,1,0,1
80,95,"S02000684","S02000699",0.523878565594232,0,1,0
82,95,"S02000686","S02000699",1.42195610661292,0.9999,0,1
85,95,"S02000689","S02000699",1.72131528695248,1,0,1
92,95,"S02000696","S02000699",0.598718360679123,0,1,0
94,95,"S02000698","S02000699",0.149679590169781,0,1,0
86,96,"S02000690","S02000700",2.50713313534383,1,0,1
88,96,"S02000692","S02000700",0.374198975424452,0,1,0
89,96,"S02000693","S02000700",0.449038770509342,0,1,0
88,97,"S02000692","S02000701",0.224519385254671,0,1,0
4,98,"S02000263","S02000702",0.299359180339561,0,1,0
85,98,"S02000689","S02000702",0.374198975424452,0,1,0
86,98,"S02000690","S02000702",0.187099487712226,0,1,0
96,98,"S02000700","S02000702",2.3200336476316,1,0,1
92,99,"S02000696","S02000703",0.598718360679123,0,1,0
95,99,"S02000699","S02000703",0,0,1,0
88,100,"S02000692","S02000704",0.0748397950848904,0,1,0
96,100,"S02000700","S02000704",0.449038770509342,0,1,0
97,100,"S02000701","S02000704",0.299359180339561,0,1,0
4,101,"S02000263","S02000705",1.27227651644314,0.9996,0,1
85,101,"S02000689","S02000705",1.34711631152803,0.9999,0,1
94,101,"S02000698","S02000705",0.224519385254671,0,1,0
98,101,"S02000702","S02000705",0.972917336103575,0,1,0
94,102,"S02000698","S02000706",0.224519385254671,0,1,0
95,102,"S02000699","S02000706",0.0748397950848903,0,1,0
99,102,"S02000703","S02000706",0.0748397950848903,0,1,0
101,102,"S02000705","S02000706",0.449038770509342,0,1,0
92,103,"S02000696","S02000707",0.710978053306458,0,1,0
99,103,"S02000703","S02000707",0.112259692627336,0,1,0
5,104,"S02000264","S02000708",2.17035405746182,1,0,1
88,104,"S02000692","S02000708",0.0748397950848904,0,1,0
90,104,"S02000694","S02000708",0.224519385254671,0,1,0
97,104,"S02000701","S02000708",0.149679590169781,0,1,0
4,105,"S02000263","S02000709",1.79615508203737,1,0,1
6,105,"S02000265","S02000709",1.72131528695248,1,0,1
94,105,"S02000698","S02000709",0.299359180339561,0,1,0
101,105,"S02000705","S02000709",0.523878565594233,0,1,0
102,105,"S02000706","S02000709",0.0748397950848904,0,1,0
4,106,"S02000263","S02000710",1.53421579924025,1,0,1
7,106,"S02000266","S02000710",1.64647549186759,1,0,1
96,106,"S02000700","S02000710",1.08517702873091,0.8941,0,1
98,106,"S02000702","S02000710",1.23485661890069,0.9987,0,1
100,106,"S02000704","S02000710",0.636138258221568,0,1,0
99,107,"S02000703","S02000711",0.823237745933794,0,1,0
102,107,"S02000706","S02000711",0.898077541018684,0,1,0
103,107,"S02000707","S02000711",0.710978053306458,0,1,0
105,107,"S02000709","S02000711",0.972917336103575,0,1,0
6,108,"S02000265","S02000712",3.0684315984805,1,0,1
12,108,"S02000271","S02000712",3.29295098373518,1,0,1
105,108,"S02000709","S02000712",1.34711631152803,0.9999,0,1
107,108,"S02000711","S02000712",2.3200336476316,1,0,1
5,109,"S02000264","S02000713",1.12259692627336,0.9936,0,1
7,109,"S02000266","S02000713",1.38453620907047,0.9999,0,1
9,109,"S02000268","S02000713",1.19743672135825,0.9978,0,1
20,109,"S02000279","S02000713",1.27227651644314,0.9996,0,1
97,109,"S02000701","S02000713",1.19743672135825,0.9978,0,1
100,109,"S02000704","S02000713",0.898077541018684,0,1,0
104,109,"S02000708","S02000713",1.04775713118846,0.7763,0,1
106,109,"S02000710","S02000713",0.261939282797116,0,1,0
107,110,"S02000711","S02000714",1.68389538941003,1,0,1
108,110,"S02000712","S02000714",0.636138258221568,0,1,0
12,111,"S02000271","S02000715",3.14327139356539,1,0,1
108,111,"S02000712","S02000715",0.149679590169781,0,1,0
12,112,"S02000271","S02000716",3.18069129110784,1,0,1
108,112,"S02000712","S02000716",0.112259692627335,0,1,0
110,112,"S02000714","S02000716",0.523878565594233,0,1,0
111,112,"S02000715","S02000716",0.0374198975424453,0,1,0
2,113,"S02000261","S02000923",0.261939282797116,0,1,0
3,113,"S02000262","S02000923",0.336779077882007,0,1,0
8,113,"S02000267","S02000923",0.523878565594232,0,1,0
11,113,"S02000270","S02000923",0.187099487712226,0,1,0
15,113,"S02000274","S02000923",0.374198975424452,0,1,0
59,113,"S02000663","S02000923",2.05809436483448,1,0,1
63,113,"S02000667","S02000923",1.38453620907047,0.9999,0,1
70,113,"S02000674","S02000923",0.860657643476239,0,1,0
91,113,"S02000695","S02000923",0.112259692627335,0,1,0
8,114,"S02000267","S02000925",0.935497438561129,0,1,0
15,114,"S02000274","S02000925",0.785817848391349,0,1,0
113,114,"S02000923","S02000925",0.411618872966897,0,1,0
114,115,"S02000925","S02000926",0.823237745933794,0,1,0
15,116,"S02000274","S02000927",0.0748397950848902,0,1,0
114,116,"S02000925","S02000927",0.710978053306458,0,1,0
115,116,"S02000926","S02000927",1.53421579924025,1,0,1
92,117,"S02000696","S02001184",0.224519385254671,0,1,0
103,117,"S02000707","S02001184",0.486458668051787,0,1,0
117,118,"S02001184","S02001185",0.224519385254671,0,1,0
103,119,"S02000707","S02001186",0.486458668051787,0,1,0
107,119,"S02000711","S02001186",1.19743672135825,0.9978,0,1
110,119,"S02000714","S02001186",0.486458668051787,0,1,0
117,119,"S02001184","S02001186",0,0,1,0
118,119,"S02001185","S02001186",0.224519385254671,0,1,0
118,120,"S02001185","S02001187",0.486458668051787,0,1,0
119,120,"S02001186","S02001187",0.710978053306458,0,1,0
118,121,"S02001185","S02001188",0.0748397950848904,0,1,0
120,121,"S02001187","S02001188",0.411618872966897,0,1,0
12,122,"S02000271","S02001189",0.898077541018684,0,1,0
110,122,"S02000714","S02001189",1.75873518449492,1,0,1
112,122,"S02000716","S02001189",2.28261375008916,1,0,1
119,122,"S02001186","S02001189",1.27227651644314,0.9996,0,1
120,122,"S02001187","S02001189",0.561298463136678,0,1,0
121,122,"S02001188","S02001189",0.972917336103575,0,1,0
118,123,"S02001185","S02001190",1.49679590169781,1,0,1
121,123,"S02001188","S02001190",1.42195610661292,0.9999,0,1
12,124,"S02000271","S02001191",2.20777395500427,1,0,1
112,124,"S02000716","S02001191",0.972917336103575,0,1,0
122,124,"S02001189","S02001191",1.30969641398558,0.9999,0,1
12,126,"S02000271","S02001193",0.336779077882007,0,1,0
26,126,"S02000285","S02001193",0.299359180339561,0,1,0
121,126,"S02001188","S02001193",1.53421579924025,1,0,1
122,126,"S02001189","S02001193",0.561298463136678,0,1,0
123,126,"S02001190","S02001193",0.112259692627335,0,1,0
124,126,"S02001191","S02001193",1.87099487712226,1,0,1
123,127,"S02001190","S02001194",0.0748397950848904,0,1,0
125,127,"S02001192","S02001194",0.187099487712226,0,1,0
126,127,"S02001193","S02001194",0.187099487712226,0,1,0
125,129,"S02001192","S02001196",0.785817848391349,0,1,0
127,129,"S02001194","S02001196",0.972917336103575,0,1,0
125,130,"S02001192","S02001197",1.1600168238158,0.9961,0,1
129,130,"S02001196","S02001197",0.374198975424452,0,1,0
128,131,"S02001195","S02001198",0.972917336103575,0,1,0
130,131,"S02001197","S02001198",0.935497438561129,0,1,0
126,132,"S02001193","S02001199",1.08517702873091,0.8941,0,1
127,132,"S02001194","S02001199",0.898077541018684,0,1,0
129,132,"S02001196","S02001199",0.0748397950848904,0,1,0
130,132,"S02001197","S02001199",0.449038770509342,0,1,0
131,132,"S02001198","S02001199",0.486458668051787,0,1,0
131,133,"S02001198","S02001200",0.336779077882007,0,1,0
132,133,"S02001199","S02001200",0.149679590169781,0,1,0
132,134,"S02001199","S02001201",0.449038770509342,0,1,0
133,134,"S02001200","S02001201",0.299359180339561,0,1,0
