area_id,risk_abi,fitted_count_mean_abi,pred_count_mean_abi,pred_count_lower_abi,pred_count_upper_abi,observed,expected,risk_carbayes
S02000633,2.6294475,276.9238,277.029,217.975,330.02502,172.0,105.316345,1.60822417067571
S02000635,1.8197073,222.20036,221.864,144.0,431.0,168.0,122.10775,1.35997422946406
S02000636,0.6175212,60.23979,60.385,39.0,83.025024,41.0,97.550964,0.482224393067241
S02000640,2.8239,355.66486,356.524,150.0,532.025,125.0,125.948105,1.02685872196894
S02000643,3.73444,278.8208,278.618,186.0,376.05005,107.0,74.66201,1.36767107365414
S02000645,0.7041893,59.75987,59.871,42.0,81.0,47.0,84.86336,0.578603920542864
S02000646,2.0502963,187.18135,187.918,73.0,385.05005,85.0,91.29478,0.992154976813776
S02000647,1.9845891,139.68416,139.687,85.975,267.02502,68.0,70.38442,1.02839971388029
S02000648,4.604795,460.42197,461.796,277.875,655.0,141.0,99.9875,1.36504119214335
S02000650,1.1702702,84.771164,84.99,43.0,343.07507,56.0,72.437256,0.7856800765105
S02000651,0.9041686,59.896526,59.953,44.0,78.0,58.0,66.244865,0.839554656489065
S02000652,3.1688826,207.86823,208.595,90.975,443.22522,91.0,65.596695,1.34528292778755
S02000653,1.3637471,84.78323,85.164,65.0,106.0,83.0,62.16932,1.32363747380568
S02000654,4.301765,604.9474,605.608,316.925,872.0,174.0,140.62772,1.20587522729277
S02000655,0.8387967,59.340076,59.047,44.0,76.0,53.0,70.74429,0.788815972244662
S02000657,4.5627513,445.51654,445.865,104.0,699.0,97.0,97.64208,1.01528690890133
S02000658,1.0246259,184.59619,183.977,117.0,509.02502,139.0,180.15959,0.798473065012712
S02000659,1.898573,251.91695,251.817,105.975,784.1001,116.0,132.68752,0.882792276877118
S02000661,0.72203046,70.431694,70.725,53.0,89.025024,63.0,97.54671,0.674387960684979
S02000662,3.2581496,185.74368,185.542,102.975,295.0,76.0,57.00895,1.32995140927793
S02000663,4.791672,563.8077,563.883,258.0,978.0,153.0,117.66408,1.26754571640685
S02000664,0.608374,62.21787,62.258,46.0,81.0,67.0,102.26911,0.660812298841238
S02000665,0.8100384,72.0823,72.024,54.0,91.0,76.0,88.986275,0.806453183705155
S02000666,1.7069457,220.8006,220.381,118.0,685.025,139.0,129.3542,1.04975194459739
S02000667,3.4115496,435.25757,434.948,157.0,821.025,114.0,127.58354,0.94245982113315
S02000668,0.7505241,41.868168,41.748,28.0,57.025024,52.0,55.78524,0.795797686339998
S02000669,1.2860439,96.764854,96.904,72.0,150.02502,89.0,75.24226,1.05706740437032
S02000670,1.8831203,115.615295,115.331,65.0,337.0,72.0,61.395596,1.08619490010284
S02000671,0.6656682,49.527645,49.577,35.0,66.025024,58.0,74.4029,0.741038017158322
S02000672,0.39532498,32.99926,32.774,22.0,45.0,37.0,83.473755,0.524511945750376
S02000673,1.0829259,66.601456,66.377,49.0,85.0,65.0,61.501396,1.08497536861936
S02000674,1.9705625,146.26659,147.042,82.0,376.02502,97.0,74.22581,1.22844473100729
S02000675,0.8702541,89.43875,89.498,61.0,118.025024,78.0,102.77315,0.7557674447253
S02000676,1.679678,138.35359,138.603,91.0,306.0,74.0,82.36912,0.943171438060576
S02000677,0.3470335,27.281054,27.14,16.0,40.0,45.0,78.61216,0.55489903420866
S02000678,3.3172846,248.92088,249.249,103.0,704.025,89.0,75.037544,1.13625857065438
S02000679,0.30826068,26.053465,26.249,14.0,41.0,41.0,84.51764,0.541666654726097
S02000680,1.7231659,146.58763,146.657,83.975,420.02502,65.0,85.06879,0.8496534476349
S02000681,0.15438098,12.115723,11.946,5.0,20.0,25.0,78.47938,0.421305297450849
S02000682,0.26373407,16.414257,16.521,8.0,27.0,26.0,62.237907,0.525522628909211
S02000683,0.19472227,11.789075,11.631,5.0,21.025024,33.0,60.543026,0.540071898429213
S02000684,1.844484,132.32039,131.996,68.0,167.0,106.0,71.738434,1.37260470424618
S02000685,2.0373464,178.93158,179.533,110.975,270.02502,121.0,87.8258,1.33173721647213
S02000686,0.38436115,36.720673,36.652,19.0,84.0,84.0,95.5369,0.814697599396622
S02000687,2.553413,190.6899,190.86,90.975,605.0,70.0,74.6804,0.973799059585958
S02000688,0.27861708,33.45242,33.355,13.0,93.0,90.0,120.065926,0.732672748489322
S02000689,0.16381541,22.400707,22.442,12.0,37.0,71.0,136.74359,0.535424514846315
S02000690,0.09410579,11.624337,11.901,5.0,23.0,54.0,123.52415,0.471227162839227
S02000691,2.6019921,299.63766,299.151,151.0,561.05005,144.0,115.15702,1.18691114785087
S02000692,2.0856578,276.6063,276.944,169.975,375.02502,145.0,132.62305,1.07761964006777
S02000693,1.1014006,104.488235,104.632,48.0,210.05005,69.0,94.868515,0.780920600008703
S02000694,1.9465519,180.16061,179.478,117.975,343.05005,69.0,92.55372,0.827189631393475
S02000695,0.32110462,36.485733,36.617,15.0,137.0,37.0,113.62569,0.407034047232297
S02000696,1.6772597,123.13085,123.686,68.0,164.02502,60.0,73.41192,0.909711239171623
S02000697,2.7888227,242.45032,243.055,126.0,450.07507,93.0,86.93644,1.06778385902729
S02000698,0.90584195,77.08566,77.179,20.0,103.0,81.0,85.09836,0.968112174185985
S02000699,1.624287,151.81107,152.044,53.975,198.02502,87.0,93.4632,0.96868800110266
S02000700,2.060594,98.19358,98.824,37.0,168.0,55.0,47.653046,1.12069641192676
S02000701,2.7050197,238.83656,238.913,138.0,336.05005,105.0,88.29384,1.18511743130649
S02000702,0.16958575,14.627877,14.823,7.0,30.0,61.0,86.25652,0.667293430248325
S02000703,2.266305,142.49033,142.229,64.0,189.02502,70.0,62.873413,1.07283691714596
S02000704,4.2297163,301.29947,300.212,185.925,430.05005,104.0,71.23396,1.35078894939487
S02000705,1.0056633,140.68951,141.027,40.0,210.0,148.0,139.89723,1.03027351991323
S02000706,1.9137927,178.13585,178.845,58.0,242.02502,103.0,93.08001,1.06850384726181
S02000707,3.0769331,267.14435,267.723,131.0,375.05005,110.0,86.82163,1.16866561620327
S02000708,3.00621,234.78552,234.898,148.0,335.1001,85.0,78.100174,1.07188392836749
S02000709,1.5156704,193.54446,193.824,52.0,270.0,129.0,127.69562,1.00653846079526
S02000710,3.1325812,280.42883,279.765,62.0,528.0,80.0,89.52005,0.940799622156223
S02000711,2.50343,168.02687,168.093,53.975,281.0,55.0,67.11867,0.898431265327016
S02000712,1.155551,86.32646,86.418,34.0,116.0,88.0,74.70589,1.22272666599973
S02000713,3.9303803,293.0395,291.785,67.0,622.05005,85.0,74.55754,1.13513520255884
S02000714,1.8819444,129.61348,129.974,76.0,167.02502,96.0,68.87211,1.34656278760094
S02000715,1.9827245,118.41349,118.289,22.975,154.0,88.0,59.722614,1.45651801406788
S02000716,3.2514555,191.08112,191.194,39.0,244.0,93.0,58.767868,1.49987112115958
S02000923,0.26621547,33.48038,33.204,17.0,78.0,63.0,125.76421,0.525326172612929
S02000925,0.19970736,18.245493,18.311,9.0,32.0,52.0,91.361145,0.556514983883504
S02000926,0.2322395,16.850256,16.682,6.9750004,37.0,52.0,72.55551,0.693625773195602
S02000927,0.1673301,11.645221,11.531,4.0,24.0,35.0,69.5943,0.516023920025821
S02001184,2.56098,242.93932,242.666,121.975,332.0,87.0,94.861855,0.926838978931831
S02001185,2.6034074,283.91745,283.762,128.975,416.0,102.0,109.0561,0.910236475069616
S02001186,2.7059512,348.77368,348.994,171.975,449.02502,106.0,128.89134,0.864159223762277
S02001187,2.3503616,278.11194,278.122,122.925,393.02502,88.0,118.32729,0.76042743032816
S02001188,2.504766,332.48578,333.14,140.0,493.02502,109.0,132.74126,0.81405504216284
S02001189,1.4208095,124.168,124.312,32.0,244.0,60.0,87.39243,0.679173006122523
S02001190,0.80857146,92.91316,93.245,63.0,205.15015,78.0,114.91026,0.683558947955595
S02001191,3.3288622,353.47308,353.506,49.975,494.0,112.0,106.18436,1.0768429653906
S02001192,0.60603744,89.58887,89.445,70.0,110.0,87.0,147.82729,0.602021834648996
S02001193,0.22795111,24.171305,24.165,11.975,43.0,89.0,106.03723,0.746353089498056
S02001194,0.38947508,37.64185,37.592,23.0,59.0,64.0,96.647644,0.679760648549606
S02001195,1.1139163,143.85422,144.349,116.975,172.0,140.0,129.14276,1.06570656226636
S02001196,0.5542337,58.664146,58.824,32.0,88.025024,69.0,105.84732,0.675830573205427
S02001197,0.5989264,62.158085,62.018,37.0,91.0,83.0,103.78251,0.795816930365509
S02001198,0.88594824,97.79351,98.014,59.975,132.0,82.0,110.38287,0.774925222370337
S02001199,0.78493345,73.79096,73.767,35.0,112.0,95.0,94.00919,0.899089343758955
S02001200,0.81080526,102.17488,102.129,57.0,143.02502,98.0,126.01655,0.770829606154518
S02001201,0.53488296,65.17389,64.977,33.0,96.0,65.0,121.84701,0.578885231062361
