from_index,to_index,from_id,to_id,from_name,to_name,edge_dissimilarity,risk_contrast,dissimilarity_quintile
10,112,s02000270,s02000923,Lenzie North,Stepps,0.18640004792672782,0.13946856643906003,Q2
11,12,s02000271,s02000272,South Castlehill and Thorn,Kilmardinny West,0.03728000958534561,0.23845223476773691,Q1
11,16,s02000271,s02000276,South Castlehill and Thorn,North Castlehill and Thorn,0.0,0.14848260982176287,Q1
11,25,s02000271,s02000285,South Castlehill and Thorn,West Clober and Mains Estate,0.03728000958534561,0.10303896178438166,Q1
11,107,s02000271,s02000712,South Castlehill and Thorn,Drumchapel South,3.2806408435104117,1.25935973339825,Q5
11,110,s02000271,s02000715,South Castlehill and Thorn,Drumchapel North,3.1315208051690293,1.4832078138464424,Q5
11,111,s02000271,s02000716,South Castlehill and Thorn,Drumry East,3.168800814754375,1.55428219657975,Q5
11,121,s02000271,s02001189,South Castlehill and Thorn,IZ Six,0.8947202300482943,0.722150676846677,Q4
11,123,s02000271,s02001191,South Castlehill and Thorn,IZ Eight,2.1995205655353898,1.1476924250052876,Q5
11,125,s02000271,s02001193,South Castlehill and Thorn,IZ Ten,0.3355200862681105,0.9203643692096803,Q2
12,13,s02000272,s02000273,Kilmardinny West,Kilmardinny East,0.03728000958534561,0.22346547355171653,Q1
12,16,s02000272,s02000276,Kilmardinny West,North Castlehill and Thorn,0.03728000958534561,0.08996962494597405,Q1
13,16,s02000273,s02000276,Kilmardinny East,North Castlehill and Thorn,0.0,0.13349584860574248,Q1
13,19,s02000273,s02000279,Kilmardinny East,Keystone and Dougalston,0.14912003834138243,0.6243611196414416,Q2
14,15,s02000274,s02000275,Rosebank and Waterside,Kirkintilloch South,0.5219201341948383,0.1808977686630624,Q3
14,17,s02000274,s02000277,Rosebank and Waterside,Hillhead,1.5284803929991693,0.7129660157676851,Q5
14,23,s02000274,s02000283,Rosebank and Waterside,Twechar and Harestanes East,0.8947202300482942,0.20112944947013034,Q4
14,112,s02000274,s02000923,Rosebank and Waterside,Stepps,0.37280009585345586,0.03236283196261036,Q2
14,113,s02000274,s02000925,Rosebank and Waterside,Chryston and Muirhead,0.7828802012922573,0.09699892235106677,Q4
14,115,s02000274,s02000927,Rosebank and Waterside,Moodiesburn East,0.07456001917069122,0.02214390395346255,Q1
15,17,s02000275,s02000277,Kirkintilloch South,Hillhead,1.0065602588043308,0.5320682471046227,Q4
15,21,s02000275,s02000281,Kirkintilloch South,Kirkintilloch West,0.33552008626811025,0.316302238451585,Q2
16,19,s02000276,s02000279,North Castlehill and Thorn,Keystone and Dougalston,0.14912003834138243,0.4908652710356991,Q2
16,24,s02000276,s02000284,North Castlehill and Thorn,East Clober and Mains Estate,0.9320002396336398,0.6160650863596264,Q4
16,25,s02000276,s02000285,North Castlehill and Thorn,West Clober and Mains Estate,0.03728000958534561,0.04544364803738121,Q1
17,20,s02000277,s02000280,Hillhead,Harestanes,0.5964801533655295,0.2078382530791716,Q3
17,21,s02000277,s02000281,Hillhead,Kirkintilloch West,0.6710401725362206,0.21576600865303774,Q3
17,23,s02000277,s02000283,Hillhead,Twechar and Harestanes East,0.633760162950875,0.5118365662975548,Q3
18,19,s02000278,s02000279,Torrance and Balmore,Keystone and Dougalston,0.22368005751207365,0.22520382502460823,Q2
18,21,s02000278,s02000281,Torrance and Balmore,Kirkintilloch West,0.6710401725362205,0.5219659144028794,Q3
18,27,s02000278,s02000287,Torrance and Balmore,Lennoxtown,0.07456001917069122,0.40698768280909814,Q1
19,22,s02000279,s02000282,Keystone and Dougalston,Barloch,0.07456001917069122,0.25185780501112465,Q1
19,24,s02000279,s02000284,Keystone and Dougalston,East Clober and Mains Estate,0.7828802012922573,0.12519981532392732,Q4
19,27,s02000279,s02000287,Keystone and Dougalston,Lennoxtown,0.14912003834138243,0.1817838577844899,Q2
19,108,s02000279,s02000713,Keystone and Dougalston,Summerston Central and West,1.26752032590175,0.587513345726431,Q5
20,21,s02000280,s02000281,Harestanes,Kirkintilloch West,0.07456001917069116,0.007927755573866158,Q1
20,23,s02000280,s02000283,Harestanes,Twechar and Harestanes East,0.03728000958534555,0.3039983132183832,Q1
21,23,s02000281,s02000283,Kirkintilloch West,Twechar and Harestanes East,0.03728000958534561,0.29607055764451706,Q1
21,26,s02000281,s02000286,Kirkintilloch West,Milton of Campsie,0.5964801533655294,0.2974527203533759,Q3
21,27,s02000281,s02000287,Kirkintilloch West,Lennoxtown,0.7456001917069117,0.11497823159378129,Q3
22,24,s02000282,s02000284,Barloch,East Clober and Mains Estate,0.8574402204629485,0.37705762033505197,Q4
24,25,s02000284,s02000285,East Clober and Mains Estate,West Clober and Mains Estate,0.8947202300482942,0.6615087343970076,Q4
25,125,s02000285,s02001193,West Clober and Mains Estate,IZ Ten,0.29824007668276487,0.8173254074252987,Q2
26,27,s02000286,s02000287,Milton of Campsie,Lennoxtown,0.14912003834138232,0.1824744887595946,Q1
28,29,s02000611,s02000613,Shettleston South,Carmyle and Mount Vernon South,0.2982400766827647,0.2688210037539145,Q2
28,32,s02000611,s02000620,Shettleston South,Braidfauld,1.4539203738284778,0.11607661882037235,Q5
28,36,s02000611,s02000630,Shettleston South,Tollcross,0.9692802492189854,0.48643712221975033,Q4
28,37,s02000611,s02000632,Shettleston South,Shettleston North,1.26752032590175,0.28020755874614434,Q5
29,30,s02000613,s02000618,Carmyle and Mount Vernon South,Baillieston East,0.5219201341948382,0.20496525625907225,Q3
29,33,s02000613,s02000623,Carmyle and Mount Vernon South,Mount Vernon North and Sandyhills,1.0438402683896764,1.0598610615846726,Q4
29,37,s02000613,s02000632,Carmyle and Mount Vernon South,Shettleston North,0.9692802492189854,0.011386554992229847,Q4
30,33,s02000618,s02000623,Baillieston East,Mount Vernon North and Sandyhills,0.5219201341948382,0.8548958053256004,Q3
30,34,s02000618,s02000626,Baillieston East,Baillieston West,0.8201602108776029,0.008523920281239938,Q4
30,40,s02000618,s02000636,Baillieston East,Garrowhill West,0.5219201341948382,0.8582001075006311,Q3
30,43,s02000618,s02000645,Baillieston East,Garrowhill East and Swinton,0.5219201341948382,0.5838312332916473,Q3
31,38,s02000619,s02000633,Dalmarnock,Parkhead West and Barrowfield,0.37280009585345586,0.18358265067264945,Q2
31,39,s02000619,s02000635,Dalmarnock,"Calton, Galllowgate and Bridgeton",0.9692802492189854,0.012185951436112674,Q4
32,35,s02000620,s02000629,Braidfauld,Parkhead East and Braidfauld North,0.03728000958534561,0.12514168482793497,Q1
32,36,s02000620,s02000630,Braidfauld,Tollcross,0.4846401246094926,0.370360503399378,Q3
32,38,s02000620,s02000633,Braidfauld,Parkhead West and Barrowfield,1.1556802971457134,0.4376891614413152,Q4
33,34,s02000623,s02000626,Mount Vernon North and Sandyhills,Baillieston West,1.342080345072441,0.8634197256068403,Q5
33,37,s02000623,s02000632,Mount Vernon North and Sandyhills,Shettleston North,2.0131205176086615,1.0712476165769025,Q5
33,40,s02000623,s02000636,Mount Vernon North and Sandyhills,Garrowhill West,0.0,0.003304302175030749,Q1
33,41,s02000623,s02000640,Mount Vernon North and Sandyhills,Greenfield,1.9385604984379705,0.8478130413499367,Q5
34,40,s02000626,s02000636,Baillieston West,Garrowhill West,1.342080345072441,0.8667240277818711,Q5
35,36,s02000629,s02000630,Parkhead East and Braidfauld North,Tollcross,0.44736011502414696,0.49550218822731296,Q2
35,38,s02000629,s02000633,Parkhead East and Braidfauld North,Parkhead West and Barrowfield,1.192960306731059,0.5628308462692502,Q4
35,42,s02000629,s02000643,Parkhead East and Braidfauld North,Old Shettleston and Parkhead North,0.6710401725362207,0.4339217410058218,Q3
36,37,s02000630,s02000632,Tollcross,Shettleston North,0.29824007668276475,0.206229563473606,Q2
36,42,s02000630,s02000643,Tollcross,Old Shettleston and Parkhead North,1.1184002875603678,0.06158044722149114,Q4
37,41,s02000632,s02000640,Shettleston North,Greenfield,0.07456001917069122,0.22343457522696575,Q1
37,42,s02000632,s02000643,Shettleston North,Old Shettleston and Parkhead North,0.8201602108776029,0.14464911625211485,Q4
38,39,s02000633,s02000635,Parkhead West and Barrowfield,"Calton, Galllowgate and Bridgeton",1.3420803450724412,0.17139669923653678,Q5
38,42,s02000633,s02000643,Parkhead West and Barrowfield,Old Shettleston and Parkhead North,0.5219201341948383,0.12890910526342836,Q3
38,45,s02000633,s02000647,Parkhead West and Barrowfield,Gallowgate North and Bellgrove,1.26752032590175,0.5205668747104353,Q5
38,46,s02000633,s02000648,Parkhead West and Barrowfield,Carntyne West and Haghill,1.1184002875603678,0.1461740961537119,Q4
39,45,s02000635,s02000647,"Calton, Galllowgate and Bridgeton",Gallowgate North and Bellgrove,0.07456001917069122,0.3491701754738985,Q1
39,54,s02000635,s02000658,"Calton, Galllowgate and Bridgeton",City Centre East,1.3420803450724412,0.5778103446208407,Q5
40,41,s02000636,s02000640,Garrowhill West,Greenfield,1.9385604984379705,0.8511173435249675,Q5
40,43,s02000636,s02000645,Garrowhill West,Garrowhill East and Swinton,0.0,0.2743688742089838,Q1
40,44,s02000636,s02000646,Garrowhill West,Barlanark,2.684160690144882,0.7891043708489396,Q5
41,42,s02000640,s02000643,Greenfield,Old Shettleston and Parkhead North,0.8947202300482942,0.3680836914790806,Q4
41,44,s02000640,s02000646,Greenfield,Barlanark,0.7456001917069117,0.0620129726760279,Q3
41,51,s02000640,s02000654,Greenfield,"Cranhill, Lightburn and Queenslie South",0.5592001437801839,0.2193728077113315,Q3
42,46,s02000643,s02000648,Old Shettleston and Parkhead North,Carntyne West and Haghill,0.5964801533655295,0.01726499089028355,Q3
42,51,s02000643,s02000654,Old Shettleston and Parkhead North,"Cranhill, Lightburn and Queenslie South",0.33552008626811025,0.1487108837677491,Q2
42,53,s02000643,s02000657,Old Shettleston and Parkhead North,Carntyne,1.2302403163164044,0.36597568169791383,Q4
43,44,s02000645,s02000646,Garrowhill East and Swinton,Barlanark,2.684160690144882,0.5147354966399558,Q5
43,49,s02000645,s02000652,Garrowhill East and Swinton,North Barlanark and Easterhouse South,3.243360833925066,0.913126319335178,Q5
43,50,s02000645,s02000653,Garrowhill East and Swinton,Easterhouse East,1.9758405080233161,0.8752976603575506,Q5
43,57,s02000645,s02000662,Garrowhill East and Swinton,Central Easterhouse,2.684160690144882,0.8743951248379984,Q5
44,49,s02000646,s02000652,Barlanark,North Barlanark and Easterhouse South,0.5592001437801837,0.3983908226952222,Q3
44,51,s02000646,s02000654,Barlanark,"Cranhill, Lightburn and Queenslie South",0.18640004792672782,0.2813857803873594,Q2
44,58,s02000646,s02000663,Barlanark,Craigend and Ruchazie,0.4473601150241471,0.3314439865119132,Q3
45,46,s02000647,s02000648,Gallowgate North and Bellgrove,Carntyne West and Haghill,0.1491200383413822,0.37439277855672337,Q1
45,47,s02000647,s02000650,Gallowgate North and Bellgrove,Dennistoun,1.5657604025845147,0.2213418509318137,Q5
45,54,s02000647,s02000658,Gallowgate North and Bellgrove,City Centre East,1.4166403642431324,0.22864016914694218,Q5
46,47,s02000648,s02000650,Carntyne West and Haghill,Dennistoun,1.714880440925897,0.5957346294885371,Q5
46,53,s02000648,s02000657,Carntyne West and Haghill,Carntyne,0.6337601629508749,0.3487106908076303,Q3
46,55,s02000648,s02000659,Carntyne West and Haghill,Dennistoun North and Alexandra Parade,1.342080345072441,0.4773600433586651,Q5
47,54,s02000650,s02000658,Dennistoun,City Centre East,0.14912003834138232,0.007298318215128496,Q1
47,55,s02000650,s02000659,Dennistoun,Dennistoun North and Alexandra Parade,0.37280009585345586,0.11837458612987195,Q2
48,52,s02000651,s02000655,Anderston,City Centre West,0.03728000958534555,0.15505898200797885,Q1
48,56,s02000651,s02000661,Anderston,Finnieston and Kelvinhaugh,0.4100801054388015,0.3049601954604304,Q2
48,60,s02000651,s02000665,Anderston,Woodlands,0.03728000958534561,0.02686013040002777,Q1
49,57,s02000652,s02000662,North Barlanark and Easterhouse South,Central Easterhouse,0.5592001437801837,0.038731194497179544,Q3
49,58,s02000652,s02000663,North Barlanark and Easterhouse South,Craigend and Ruchazie,1.0065602588043308,0.06694683618330899,Q4
49,69,s02000652,s02000674,North Barlanark and Easterhouse South,"Garthamlock, Auchinlea and Gartloch",2.1995205655353893,0.06007318812625151,Q5
50,57,s02000653,s02000662,Easterhouse East,Central Easterhouse,0.7083201821215661,0.0009025355195522167,Q3
50,69,s02000653,s02000674,Easterhouse East,"Garthamlock, Auchinlea and Gartloch",0.9320002396336398,0.02224452914862418,Q4
51,53,s02000654,s02000657,"Cranhill, Lightburn and Queenslie South",Carntyne,0.8947202300482942,0.21726479793016473,Q4
51,58,s02000654,s02000663,"Cranhill, Lightburn and Queenslie South",Craigend and Ruchazie,0.26096006709741926,0.050058206124553806,Q2
51,62,s02000654,s02000667,"Cranhill, Lightburn and Queenslie South",Riddrie and Hogganfield,0.9320002396336398,0.32400519121187354,Q4
52,54,s02000655,s02000658,City Centre West,City Centre East,0.14912003834138232,0.023611770254357456,Q1
52,60,s02000655,s02000665,City Centre West,Woodlands,0.07456001917069116,0.12819885160795108,Q1
52,64,s02000655,s02000669,City Centre West,Woodside,0.9320002396336398,0.45291577401212146,Q4
53,55,s02000657,s02000659,Carntyne,Dennistoun North and Alexandra Parade,0.7083201821215662,0.12864935255103482,Q3
53,62,s02000657,s02000667,Carntyne,Riddrie and Hogganfield,0.03728000958534561,0.10674039328170881,Q1
54,55,s02000658,s02000659,City Centre East,Dennistoun North and Alexandra Parade,0.22368005751207354,0.12567290434500045,Q2
54,61,s02000658,s02000666,City Centre East,"Roystonhill, Blochairn, and Provanmill",1.2302403163164044,0.3312886840672231,Q4
54,64,s02000658,s02000669,City Centre East,Woodside,0.7828802012922573,0.429304003757764,Q4
54,65,s02000658,s02000670,City Centre East,Sighthill,0.5964801533655294,0.42202692005241893,Q3
54,71,s02000658,s02000676,City Centre East,Cowlairs and Port Dundas,1.26752032590175,0.15536702200628927,Q5
55,61,s02000659,s02000666,Dennistoun North and Alexandra Parade,"Roystonhill, Blochairn, and Provanmill",1.0065602588043308,0.20561577972222267,Q4
55,62,s02000659,s02000667,Dennistoun North and Alexandra Parade,Riddrie and Hogganfield,0.6710401725362206,0.02190895926932601,Q3
55,73,s02000659,s02000678,Dennistoun North and Alexandra Parade,Blackhill and Barmulloch East,1.4166403642431322,0.3063555855854547,Q5
56,59,s02000661,s02000664,Finnieston and Kelvinhaugh,Hillhead,0.5219201341948383,0.01381131743560804,Q3
56,60,s02000661,s02000665,Finnieston and Kelvinhaugh,Woodlands,0.44736011502414713,0.27810006506040263,Q3
57,69,s02000662,s02000674,Central Easterhouse,"Garthamlock, Auchinlea and Gartloch",1.6403204217552059,0.021341993629071965,Q5
58,62,s02000663,s02000667,Craigend and Ruchazie,Riddrie and Hogganfield,0.6710401725362205,0.37406339733642735,Q3
58,69,s02000663,s02000674,Craigend and Ruchazie,"Garthamlock, Auchinlea and Gartloch",1.1929603067310588,0.00687364805705748,Q4
58,90,s02000663,s02000695,Craigend and Ruchazie,Robroyston and Millerston,2.162240555950044,1.374435495699935,Q5
58,112,s02000663,s02000923,Craigend and Ruchazie,Stepps,2.0504005271940073,0.949235715645993,Q5
59,60,s02000664,s02000665,Hillhead,Woodlands,0.07456001917069116,0.2642887476247946,Q1
59,63,s02000664,s02000668,Hillhead,Glasgow Harbour and  Partick South,0.07456001917069116,0.35478394637694644,Q1
59,66,s02000664,s02000671,Hillhead,Partick,0.26096006709741915,0.1750119755913051,Q2
59,67,s02000664,s02000672,Hillhead,Kelvingrove and University,0.5964801533655294,0.3847112351766211,Q3
59,72,s02000664,s02000677,Hillhead,Partickhill and Hyndland,0.8201602108776029,0.13133394330222137,Q4
60,64,s02000665,s02000669,Woodlands,Woodside,0.8574402204629485,0.3247169224041704,Q4
60,67,s02000665,s02000672,Woodlands,Kelvingrove and University,0.5219201341948383,0.6489999828014157,Q3
60,70,s02000665,s02000675,Woodlands,Firhill,0.447360115024147,0.11823412489477914,Q3
61,62,s02000666,s02000667,"Roystonhill, Blochairn, and Provanmill",Riddrie and Hogganfield,0.33552008626811025,0.18370682045289666,Q2
61,65,s02000666,s02000670,"Roystonhill, Blochairn, and Provanmill",Sighthill,0.633760162950875,0.09073823598519581,Q3
61,73,s02000666,s02000678,"Roystonhill, Blochairn, and Provanmill",Blackhill and Barmulloch East,0.41008010543880147,0.10073980586323206,Q2
61,75,s02000666,s02000680,"Roystonhill, Blochairn, and Provanmill",Petershill,0.5592001437801838,0.33692026908153583,Q3
61,82,s02000666,s02000687,"Roystonhill, Blochairn, and Provanmill",Barmulloch,0.29824007668276464,0.13311519169781771,Q2
62,73,s02000667,s02000678,Riddrie and Hogganfield,Blackhill and Barmulloch East,0.7456001917069117,0.2844466263161287,Q3
62,90,s02000667,s02000695,Riddrie and Hogganfield,Robroyston and Millerston,1.4912003834138234,1.0003720983635076,Q5
62,112,s02000667,s02000923,Riddrie and Hogganfield,Stepps,1.3793603546577868,0.5751723183095656,Q5
63,66,s02000668,s02000671,Glasgow Harbour and  Partick South,Partick,0.33552008626811025,0.17977197078564133,Q2
63,68,s02000668,s02000673,Glasgow Harbour and  Partick South,Whiteinch,1.7521604505112427,0.12368640794162955,Q5
63,74,s02000668,s02000679,Glasgow Harbour and  Partick South,Broomhill,0.6710401725362205,0.6505706931024431,Q3
63,77,s02000668,s02000682,Glasgow Harbour and  Partick South,Victoria Park,0.5219201341948383,0.7931233334717263,Q3
64,70,s02000669,s02000675,Woodside,Firhill,0.4100801054388015,0.4429510472989495,Q2
64,71,s02000669,s02000676,Woodside,Cowlairs and Port Dundas,0.48464012460949263,0.27393698175147474,Q3
64,80,s02000669,s02000685,Woodside,Keppochhill,1.2302403163164044,0.15103344097164406,Q4
65,71,s02000670,s02000676,Sighthill,Cowlairs and Port Dundas,0.6710401725362206,0.26665989804612966,Q3
65,75,s02000670,s02000680,Sighthill,Petershill,0.07456001917069119,0.42765850506673164,Q1
66,72,s02000671,s02000677,Partick,Partickhill and Hyndland,1.081120277975022,0.30634591889352647,Q4
66,74,s02000671,s02000679,Partick,Broomhill,1.0065602588043308,0.47079872231680175,Q4
67,70,s02000672,s02000675,Kelvingrove and University,Firhill,0.9692802492189853,0.5307658579066366,Q4
67,72,s02000672,s02000677,Kelvingrove and University,Partickhill and Hyndland,0.22368005751207354,0.2533772918743997,Q2
67,76,s02000672,s02000681,Kelvingrove and University,Dowanhill,0.14912003834138232,0.32396609796019593,Q1
67,78,s02000672,s02000683,Kelvingrove and University,North Kelvin,0.0745600191706911,0.20838249189676716,Q1
68,77,s02000673,s02000682,Whiteinch,Victoria Park,2.274080584706081,0.9168097414133558,Q5
68,79,s02000673,s02000684,Whiteinch,Scotstoun South and West,0.41008010543880147,0.3321281307532944,Q2
68,81,s02000673,s02000686,Whiteinch,Scotstoun North and East,2.348640603876772,0.18575130475846713,Q5
69,112,s02000674,s02000923,"Garthamlock, Auchinlea and Gartloch",Stepps,0.8574402204629485,0.9561093637030504,Q4
70,78,s02000675,s02000683,Firhill,North Kelvin,1.0438402683896764,0.3223833660098694,Q4
70,80,s02000675,s02000685,Firhill,Keppochhill,1.6403204217552059,0.5939844882705936,Q5
71,75,s02000676,s02000680,Cowlairs and Port Dundas,Petershill,0.5964801533655294,0.16099860702060198,Q3
71,80,s02000676,s02000685,Cowlairs and Port Dundas,Keppochhill,0.7456001917069117,0.4249704227231188,Q3
71,87,s02000676,s02000692,Cowlairs and Port Dundas,Possil Park,0.07456001917069122,0.19307662987735874,Q1
71,89,s02000676,s02000694,Cowlairs and Port Dundas,Springburn East and Cowlairs,0.37280009585345586,0.18605106384294778,Q2
72,74,s02000677,s02000679,Partickhill and Hyndland,Broomhill,0.07456001917069122,0.16445280342327528,Q1
72,76,s02000677,s02000681,Partickhill and Hyndland,Dowanhill,0.07456001917069122,0.5773433898345957,Q1
72,84,s02000677,s02000689,Partickhill and Hyndland,Kelvinside and Jordanhill,0.14912003834138243,0.10159611366998655,Q2
73,82,s02000678,s02000687,Blackhill and Barmulloch East,Barmulloch,0.7083201821215661,0.23385499756104977,Q3
73,90,s02000678,s02000695,Blackhill and Barmulloch East,Robroyston and Millerston,2.236800575120735,1.2848187246796363,Q5
73,92,s02000678,s02000697,Blackhill and Barmulloch East,Balornock,0.7456001917069117,0.10346591601491273,Q3
74,77,s02000679,s02000682,Broomhill,Victoria Park,0.14912003834138232,0.14255264036928317,Q2
74,84,s02000679,s02000689,Broomhill,Kelvinside and Jordanhill,0.22368005751207365,0.06285668975328873,Q2
75,82,s02000680,s02000687,Petershill,Barmulloch,0.26096006709741915,0.20380507738371811,Q2
75,86,s02000680,s02000691,Petershill,Springburn,0.894720230048294,0.4883929613602458,Q4
75,89,s02000680,s02000694,Petershill,Springburn East and Cowlairs,0.9692802492189853,0.025052456822345803,Q4
76,78,s02000681,s02000683,Dowanhill,North Kelvin,0.07456001917069122,0.5323485898569631,Q1
76,84,s02000681,s02000689,Dowanhill,Kelvinside and Jordanhill,0.22368005751207365,0.4757472761646091,Q2
76,85,s02000681,s02000690,Dowanhill,Kelvindale,0.03728000958534561,0.3059214939681789,Q1
77,79,s02000682,s02000684,Victoria Park,Scotstoun South and West,1.8640004792672795,1.2489378721666502,Q5
77,81,s02000682,s02000686,Victoria Park,Scotstoun North and East,0.0745600191706911,0.7310584366548887,Q1
77,84,s02000682,s02000689,Victoria Park,Kelvinside and Jordanhill,0.37280009585345597,0.2054093301225719,Q2
78,80,s02000683,s02000685,North Kelvin,Keppochhill,2.684160690144882,0.916367854280463,Q5
78,83,s02000683,s02000688,North Kelvin,Ruchill,0.9692802492189851,0.30911770324344756,Q4
78,85,s02000683,s02000690,North Kelvin,Kelvindale,0.11184002875603682,0.22642709588878418,Q1
79,81,s02000684,s02000686,Scotstoun South and West,Scotstoun North and East,1.9385604984379705,0.5178794355117615,Q5
79,91,s02000684,s02000696,Scotstoun South and West,Yoker South,0.07456001917069122,0.5885612817642301,Q1
79,94,s02000684,s02000699,Scotstoun South and West,Knightswood East,0.5219201341948383,0.4610474060478049,Q3
80,83,s02000685,s02000688,Keppochhill,Ruchill,1.714880440925897,0.6072501510370154,Q5
80,87,s02000685,s02000692,Keppochhill,Possil Park,0.6710401725362205,0.23189379284576006,Q3
81,84,s02000686,s02000689,Scotstoun North and East,Kelvinside and Jordanhill,0.29824007668276487,0.5256491065323168,Q2
81,94,s02000686,s02000699,Scotstoun North and East,Knightswood East,1.4166403642431322,0.0568320294639566,Q5
82,86,s02000687,s02000691,Barmulloch,Springburn,0.6337601629508749,0.2845878839765277,Q3
