area_id,risk_abi,fitted_count_mean_abi,pred_count_mean_abi,pred_count_lower_abi,pred_count_upper_abi,observed,expected,risk_dagarbayes
26260,0.9823379,492.24988,493.635,429.0,563.025,462.0,501.10037,0.944817909528588
26290,1.1278605,624.5245,625.031,547.975,704.025,584.0,553.7249,1.03904141647712
26320,1.0464361,517.87854,518.988,445.0,595.05005,515.0,494.89746,1.02203777007727
26350,1.0059164,719.8058,718.696,643.975,799.025,719.0,715.5722,1.00305244868867
26380,1.1305616,666.11346,667.181,577.0,760.0,594.0,589.1881,1.01743368057917
26410,0.9859519,486.52393,487.963,430.0,552.025,492.0,493.45605,0.991576797494238
26440,0.967442,154.95282,155.0,126.0,187.02502,145.0,160.16756,0.987803400369989
26470,0.9771822,388.79715,387.088,335.0,444.0,374.0,397.8758,0.953940596018869
26500,0.95212907,360.23743,359.991,311.0,405.0,356.0,378.34937,0.957741384260297
26530,1.1677232,450.738,450.721,388.0,517.025,426.0,385.9973,1.06566805135481
26710,1.0590862,276.12613,276.722,238.975,316.0,282.0,260.7211,1.05055763497832
27110,1.0062697,179.3385,179.571,147.0,212.02502,168.0,178.22112,1.0136646951384
27140,1.1622981,796.9755,797.93,713.95,893.0,797.0,685.68945,1.13647579150437
27170,1.2399678,493.2848,493.1,440.0,548.025,475.0,397.82065,1.17039895491906
27200,1.0872103,394.3028,394.638,347.0,445.0,384.0,362.6739,1.05805382233425
27230,1.2454975,815.9308,815.075,713.0,926.0,761.0,655.1043,1.15434176919047
27260,0.9112598,664.65186,662.598,574.975,767.025,651.0,729.37695,0.919655151927313
27290,1.1126161,926.3261,925.859,801.975,1048.0,886.0,832.56586,1.07126766761723
27710,1.5001479,481.06693,479.951,422.975,531.0,428.0,320.67966,1.21400579104718
28110,1.1719927,236.81194,238.165,200.975,280.0,222.0,202.05923,1.0771151479095
28140,1.2587912,190.15842,190.385,155.0,226.0,168.0,151.0643,1.07871209617534
28177,1.2783693,929.7479,930.603,768.975,1055.0751,779.0,727.2921,1.06950910687863
28185,0.9263514,360.7521,361.053,302.975,458.0,328.0,389.43332,0.889082725873106
28200,1.0399436,753.0288,753.121,615.0,968.0,767.0,724.10547,1.04793937947323
28237,1.0646142,852.0902,852.082,705.0,1070.0,828.0,800.3747,1.03979501979573
28245,1.0745122,449.4029,449.629,379.0,517.0,477.0,418.23895,1.1001752418462
28260,1.0539721,632.6185,632.373,508.0,779.0,599.0,600.2232,1.01559104531573
29110,0.9401039,226.16861,226.878,191.0,265.0,212.0,240.57831,0.951688797055216
29140,0.99681485,448.38834,448.499,387.975,510.0,473.0,449.82108,1.04847893053385
29155,0.9197307,364.33127,364.179,314.975,417.02502,382.0,396.1282,0.989503605775109
29170,0.96695775,659.60706,658.64,584.0,740.0,692.0,682.1467,1.01149342690866
29200,1.1027224,460.6229,461.1,402.95,522.025,491.0,417.7143,1.11793585835479
30110,1.0449089,470.96317,470.439,408.0,540.0,442.0,450.72177,1.01666334191996
30140,1.1031607,539.05176,538.601,475.0,613.0,523.0,488.64297,1.04921284404372
30170,1.0160862,672.09937,671.367,592.975,760.025,626.0,661.459,0.954737296552044
30200,0.9095102,331.2989,332.177,289.975,378.0,317.0,364.26077,0.91997759607733
30230,0.9911023,296.92224,296.61,259.0,339.0,292.0,299.5879,0.99558960875293
31110,1.1216327,381.5597,381.637,330.0,437.02502,358.0,340.1824,1.06583367547731
31140,1.1157959,453.46268,453.984,390.0,524.025,418.0,406.40292,1.05169044050491
31170,1.1674289,232.55463,232.614,195.0,272.02502,218.0,199.2024,1.07942331488008
31200,1.2761842,241.06041,241.79,201.0,284.02502,217.0,188.89156,1.12502787536816
31710,1.3897886,479.53424,480.279,419.975,548.0,429.0,345.04114,1.16981136667021
36110,1.094784,363.47684,363.327,313.975,410.0,394.0,332.0078,1.13080044924369
41111,1.0370929,420.9399,421.936,366.0,480.0,395.0,405.8845,0.971993888959888
41113,0.97945064,422.31537,421.973,369.0,477.0,408.0,431.17575,0.961553445987903
41115,1.074867,322.33682,322.043,280.0,368.0,325.0,299.8853,1.04093686188683
41117,0.9946489,282.41064,282.278,246.0,321.02502,272.0,283.93,0.923895961425944
41131,0.86291385,321.25345,321.143,125.0,432.0,369.0,372.28912,1.01341510239908
41133,1.041046,379.89108,380.582,153.0,502.0,436.0,364.91284,1.13791046247356
41135,0.6681133,468.10672,467.543,191.0,592.05005,503.0,700.6397,0.75643326644385
41150,0.7933055,568.70624,569.454,338.0,775.0,713.0,716.8817,0.995013030032458
41171,0.7669899,307.647,307.543,240.975,376.0,384.0,401.1096,0.937862847197955
41173,0.6972845,298.53397,298.349,200.0,401.0,357.0,428.13794,0.848677117768819
41190,0.8769428,1026.7368,1026.21,861.0,1201.0,1163.0,1170.8138,0.990069302941544
41210,0.80707836,379.05154,378.844,329.975,456.0,474.0,469.6589,0.981688946571737
41220,1.1375054,794.51605,794.394,700.975,896.05005,746.0,698.47235,1.05978271930639
41250,1.0643009,214.46107,214.703,176.0,254.0,201.0,201.50417,1.027975770781
41271,0.93073356,422.88394,421.384,343.0,501.02502,464.0,454.35553,1.00315142408981
41273,0.9092426,322.94797,323.262,262.0,380.02502,347.0,355.1835,0.982375528697687
41281,0.73251754,526.0674,525.579,425.0,686.05005,679.0,718.1635,0.93667763077835
41285,0.8014085,333.0466,331.816,221.975,424.0,371.0,415.57657,0.906422516334121
41287,0.64769393,277.37863,278.558,185.0,353.02502,336.0,428.25574,0.828879685491739
41290,0.38639858,38.76265,38.493,21.0,66.0,69.0,100.31779,0.755937212727383
41310,0.6684546,185.34937,184.885,131.0,269.02502,276.0,277.28043,0.960227939273958
41360,0.7182058,724.704,725.716,458.975,1002.025,953.0,1009.0478,0.949958226055674
41370,1.1314249,250.67488,250.878,213.975,294.02502,227.0,221.5568,1.0287339819187
41390,0.8710463,404.78278,404.03,342.95,469.0,458.0,464.70868,0.985238627078524
41410,0.64470357,255.69244,256.518,187.0,337.05005,342.0,396.60468,0.873732833893323
41430,0.59340733,139.70126,139.055,84.0,185.02502,193.0,235.4222,0.838706353200066
41450,0.40773684,128.01227,128.508,61.95,260.0,277.0,313.95807,0.865661811640448
41461,1.2213635,465.75742,466.471,402.0,538.0,423.0,381.34216,1.07220147086108
41463,0.78165007,446.18857,445.865,384.975,522.025,438.0,570.82904,0.79403388474629
41465,0.5302832,270.29037,270.997,221.0,329.02502,350.0,509.70944,0.738109324964321
41480,0.7518611,518.3833,518.593,364.0,710.025,722.0,689.46686,1.0208675097672
41500,1.2090005,415.62683,415.041,337.0,480.0,355.0,343.77722,1.02977320607225
41550,1.2017348,423.5843,424.112,350.975,489.0,365.0,352.47736,1.04059747879208
41570,0.6982276,384.55832,384.392,329.975,465.05005,485.0,550.76355,0.897231733045632
41590,0.97298425,725.27094,725.861,644.975,804.025,722.0,745.4087,0.974779333808677
41610,0.7825523,383.93024,383.626,203.0,503.0,423.0,490.61288,0.930798679079592
41630,0.7104011,257.76706,257.541,178.0,347.02502,343.0,362.8472,0.963803608187146
41650,0.90755486,297.4639,297.507,201.975,398.0,374.0,327.7641,1.06662826394226
41670,0.96650684,254.54362,255.287,189.975,307.02502,271.0,263.36453,1.02959866098945
41800,0.8889452,114.71512,114.57,79.0,161.0,138.0,129.04633,1.03178583433557
41820,0.7732962,138.7665,138.779,87.0,192.0,179.0,179.44806,1.00132474399713
41830,0.78921753,246.71617,246.993,156.975,330.0,318.0,312.60858,1.00997549605778
42110,0.7251517,403.88428,403.922,267.975,530.0,510.0,556.9652,0.942637053423845
42130,0.97793937,565.4057,565.027,396.0,704.0,642.0,578.1603,1.08652565794123
42150,1.1415011,551.85144,551.399,481.95,628.0,518.0,483.44366,1.07456682447759
42170,1.2354108,238.11958,237.615,196.0,279.0,215.0,192.74527,1.09194579854077
42190,1.3276248,142.08713,142.329,116.975,171.02502,133.0,107.02356,1.14360219932632
42210,1.2048115,198.49617,198.827,165.0,237.02502,186.0,164.75288,1.10262557817164
42230,1.2716179,229.60725,229.307,176.95,273.0,187.0,180.5631,1.07603840742875
42720,0.8369841,168.43336,168.068,119.975,219.02502,208.0,201.23843,1.02774107316206
42730,0.91686296,138.77698,138.274,89.0,187.0,164.0,151.36066,1.06148553937104
42750,1.1558988,144.55347,144.38,106.975,181.0,141.0,125.0572,1.11197360228918
42760,1.021698,130.45882,130.079,97.0,165.02502,134.0,127.68824,1.06971746946295
42770,1.4244907,155.45483,155.806,125.0,184.02502,131.0,109.13011,1.1363402819253
42780,0.84402996,95.463234,95.29,65.0,128.02502,111.0,113.10408,1.01767123988126
42790,0.6869556,43.02813,42.876,24.0,63.0,56.0,62.63597,0.990058702697067
42800,0.8466794,45.394623,45.37,25.0,68.0,64.0,53.61489,1.03525002522559
42810,0.95364326,72.02074,72.322,48.0,100.0,82.0,75.521675,1.04989405685624
42820,1.1421843,101.078445,100.667,78.0,125.0,97.0,88.49574,1.08147209297917
42830,1.1847327,105.44738,105.533,81.975,130.0,106.0,89.00521,1.10307216924759
43111,1.0298069,319.62326,319.258,276.975,364.0,319.0,310.37204,1.05818052278181
43112,1.0337231,333.29605,332.645,291.975,373.0,335.0,322.42294,1.05242165319544
43113,1.1892534,380.56534,381.056,332.975,427.02502,370.0,320.00357,1.13479080148453
43114,1.2451135,333.4872,333.917,288.0,374.02502,314.0,267.8368,1.13743350897039
43130,0.997298,456.369,456.605,327.0,557.0,472.0,457.60544,1.04231609730337
43150,0.9432955,297.0478,296.555,216.0,372.0,293.0,314.9043,1.01089675719631
43720,1.133717,147.87758,147.861,120.0,176.0,145.0,130.43607,1.11201231907516
43730,1.2639797,212.42253,212.232,180.0,248.0,200.0,168.0585,1.14423060466392
43740,1.3514886,231.84015,231.4,184.95,277.0,193.0,171.5443,1.1328203082049
43745,1.4829704,103.08093,103.246,80.0,127.0,91.0,69.50977,1.16706389390001
43750,1.3811399,207.23538,206.792,161.975,253.0,156.0,150.04663,1.0812413766059
43760,1.2508433,183.16861,182.991,151.0,213.0,168.0,146.4361,1.14234230772055
43770,1.3861729,309.73624,309.545,252.0,364.02502,256.0,223.44704,1.11162269713378
43800,1.331591,131.823,131.916,94.975,166.0,129.0,98.99661,1.15847675914951
44131,1.3418871,545.55975,545.909,454.0,622.05005,441.0,406.56158,1.09221700579788
44133,1.3246031,500.54996,499.851,406.975,568.025,402.0,377.88675,1.06949120926264
44150,1.1133463,349.65494,350.127,294.0,436.0,323.0,314.05765,1.0162367819208
44180,1.2375282,353.8876,354.194,305.975,410.0,332.0,285.96326,1.1183348161287
44200,1.2711452,586.7888,587.027,485.0,669.025,496.0,461.6222,1.07109043336923
44210,1.0417037,378.3664,379.049,326.975,436.0,355.0,363.2188,0.997760174068055
44230,1.0491571,373.26764,373.809,315.0,439.0,362.0,355.7786,0.990867281356679
44250,0.7087761,37.686863,37.891,25.0,52.0,39.0,53.171745,0.902004414000755
44270,1.1700885,420.59512,420.75,357.975,479.0,375.0,359.4558,1.04370792550068
44710,1.1446309,208.01361,207.588,170.975,245.0,186.0,181.72986,1.04693221232416
44760,1.0006841,264.18777,264.636,219.0,314.02502,240.0,264.00714,0.967482276440615
44770,1.2775247,280.62747,280.276,237.0,326.02502,258.0,219.66501,1.11962566408261
44790,0.9493679,125.67076,125.655,98.0,153.0,116.0,132.3731,0.977667687920143
44800,1.0858067,293.34213,293.876,234.0,346.02502,290.0,270.16055,1.05490598855644
44810,1.1087588,310.9289,310.826,258.0,364.02502,289.0,280.4297,1.02937472529093
44825,1.0939721,226.49689,226.394,190.975,264.0,220.0,207.04082,1.04341306820541
45111,1.0014946,577.3955,576.774,506.975,656.0,542.0,576.5338,0.942754499837948
45113,0.93798804,438.55237,438.86,382.0,504.02502,440.0,467.5458,0.937330582718218
45130,1.1285297,599.74634,600.397,529.0,678.0,563.0,531.4405,1.04486717351357
45140,0.972267,593.3747,594.126,517.0,673.025,589.0,610.3002,0.964407489905004
45180,1.1133868,380.4956,379.918,326.975,437.0,357.0,341.74612,1.03769193690364
45190,1.1048563,282.57782,282.773,241.975,330.0,265.0,255.75981,1.05422020356258
45210,0.93352425,282.1965,282.744,244.0,327.02502,278.0,302.29156,0.942359368712695
45710,0.8592732,202.98804,203.185,169.975,240.0,204.0,236.23225,0.936947730005285
45720,1.1108541,112.770546,112.958,91.0,135.02502,115.0,101.51697,1.05028815072527
45730,1.3083178,122.54579,122.115,93.975,152.0,108.0,93.66669,1.08795399841335
45740,1.2059606,103.422554,103.07,78.0,131.0,91.0,85.759476,1.05212561336067
45750,1.0849258,128.81395,128.337,102.0,157.0,123.0,118.73066,1.03441156867111
45770,1.2922918,143.43349,143.297,117.0,174.0,133.0,110.99157,1.07848813754849
45790,1.2745329,271.32956,270.855,230.0,314.0,250.0,212.88548,1.12055073729848
45800,1.0735835,210.19138,209.941,176.0,247.0,194.0,195.78484,1.01651692521441
46110,1.2416472,487.9919,487.698,425.975,559.0,458.0,393.01978,1.1390411498749
46130,1.0531381,602.9386,602.438,530.0,680.025,566.0,572.5162,0.988177771210312
46150,0.9142397,447.6638,447.76,393.975,509.0,430.0,489.65692,0.919154480231482
46170,0.95778567,271.28598,270.277,227.975,315.0,275.0,283.2429,1.01661315696348
46230,0.96110827,218.94221,219.586,186.0,253.0,226.0,227.80182,0.984992831028411
46710,0.8832549,144.04071,144.801,119.0,173.0,132.0,163.07944,0.939694712628536
46720,1.138933,137.20589,136.552,111.0,163.02502,135.0,120.4688,1.05346501264742
46730,1.1921102,118.42806,118.58,95.0,145.0,118.0,99.34322,1.05005080148081
46770,1.0602136,320.89337,320.659,274.975,370.02502,301.0,302.6686,1.00080812163428
46780,0.8533919,155.83252,155.229,129.0,183.0,157.0,182.6037,0.91692838816314
46790,1.0123004,189.46552,189.794,157.975,221.0,205.0,187.16335,1.00529675397934
46800,0.9278326,140.92648,140.578,114.0,169.0,149.0,151.88783,0.993326500840868
46810,0.9997462,137.4537,138.009,112.0,165.0,147.0,137.4886,1.07542442288989
46820,1.2071248,305.00146,304.251,261.0,344.02502,306.0,252.66771,1.16885462833221
46830,1.1678283,190.42513,189.859,160.0,224.0,184.0,163.05917,1.09523388888522
46840,1.141639,218.20155,218.146,169.0,267.0,212.0,191.13008,1.09652207924381
46860,1.199349,160.12924,160.31,130.0,191.0,154.0,133.51346,1.10665696772188
46870,1.4370404,249.54614,248.538,201.925,293.0,207.0,173.65283,1.14175083650974
46880,1.0169238,154.8589,154.557,125.0,185.02502,138.0,152.28172,1.03383138270331
46900,1.3298911,152.7303,152.755,125.0,183.0,143.0,114.844215,1.11681982943104
46910,1.209377,197.08173,196.938,158.0,234.0,159.0,162.96136,1.02535710135004
47111,1.1839688,483.73495,484.538,423.0,551.0,454.0,408.5707,1.0943237460319
47113,1.2120922,576.2832,576.845,492.975,666.025,506.0,475.44504,1.07428299761285
47130,1.4120272,849.02423,847.491,705.9,963.025,685.0,601.28033,1.14032525280859
47150,1.4504105,518.18677,517.81,400.975,610.05005,401.0,357.26904,1.11382238792702
47170,1.1672397,510.34302,510.944,446.0,584.0,479.0,437.22214,1.08728934868648
47190,1.4126545,624.4941,624.343,457.0,792.025,484.0,442.07135,1.09758441505996
47210,1.1504228,357.11908,356.182,298.0,415.0,309.0,310.4242,1.0524547377392
47230,1.5563267,478.38535,477.933,372.975,564.025,400.0,307.38104,1.21631886814459
47250,1.5901077,544.3955,545.703,444.0,632.0,420.0,342.36392,1.20480826114043
47280,1.4731528,345.25882,344.868,274.0,410.02502,293.0,234.3673,1.19132643099084
47290,1.3253495,610.1844,609.464,492.975,701.025,464.0,460.39508,1.05222592289969
47720,1.5128695,163.42693,164.214,120.0,211.0,120.0,108.024475,1.14387050902865
47730,1.7118697,420.00668,421.409,302.95,518.025,296.0,245.34967,1.18790672326343
47750,1.687396,179.26521,178.777,132.0,234.0,138.0,106.237785,1.19194783790467
47760,1.6642585,119.187325,119.127,84.975,154.0,88.0,71.615875,1.1440894943734
47770,1.4770433,223.51619,222.833,143.95,285.0,154.0,151.32677,1.08266386972537
47820,1.5036963,261.38297,261.512,200.975,309.0,184.0,173.82697,1.14050128050016
47830,1.1414539,127.10301,127.017,96.0,165.0,110.0,111.35186,1.04339192040071
47840,1.5008821,231.35349,232.204,165.0,289.0,181.0,154.145,1.12637069896492
47850,1.491125,300.06693,299.912,217.975,356.0,211.0,201.23526,1.10747517632328
47900,1.638853,310.97882,311.696,240.0,363.02502,240.0,189.75395,1.20867395722899
47920,1.5177219,205.35477,205.288,168.0,239.0,164.0,135.30461,1.14864669429967
47930,1.5712559,244.00304,243.484,159.975,300.0,168.0,155.29172,1.09983133092475
48121,1.0942607,375.17386,375.52,322.0,430.0,352.0,342.85602,1.03664307850511
48123,0.9454685,198.16425,196.987,164.975,231.02502,185.0,209.5937,0.948648258668107
48125,1.1958826,449.67648,449.331,389.975,514.0,422.0,376.0206,1.11696503850471
48127,1.2538847,419.20425,419.552,360.0,487.0,376.0,334.3244,1.11393863944509
48129,0.9668589,271.64603,272.022,231.975,315.02502,287.0,280.95724,1.00847951339804
48170,1.2116729,741.94684,742.21,628.975,865.0,659.0,612.33264,1.08715127695042
48220,1.4015656,362.40192,363.513,310.0,423.0,340.0,258.56937,1.23896843871694
48240,1.400006,360.65857,360.392,291.0,444.0,317.0,257.61215,1.1857940871568
48250,1.0121479,644.2444,644.001,565.975,727.05005,661.0,636.5121,1.02205710735454
48270,1.4408292,443.91565,443.422,374.0,508.0,366.0,308.09735,1.14049364302732
48330,1.0943905,510.5129,510.309,439.975,589.0,437.0,466.48148,0.993597476600483
48720,1.2765194,145.46683,145.377,111.0,187.0,129.0,113.955826,1.08847098032323
48730,1.4245927,245.48529,244.206,199.0,293.0,207.0,172.31963,1.14321917866555
48740,1.6244885,333.7575,334.523,258.95,383.05005,243.0,205.4539,1.15784801493753
48820,1.6690975,294.47437,294.455,227.0,344.0,225.0,176.42729,1.22861775109135
48850,1.2056311,213.56021,213.928,173.975,256.0,187.0,177.13562,1.06237457165133
48860,1.1859021,168.04994,168.283,130.0,211.0,140.0,141.70642,1.02911611919894
48870,1.2236246,180.34451,180.746,145.0,219.0,156.0,147.3855,1.04527350636555
48880,1.2368596,237.41565,236.807,182.975,289.0,182.0,191.95038,1.0350611872025
48890,1.4500087,288.9257,289.516,223.975,342.02502,215.0,199.25789,1.09072080854248
