"draw","beta_0","sigma2_w","eta","rho"
84,-0.196852695628739,0.292028640543345,1.02475835759635,0.859666843066501
85,-0.226730020799979,0.143829326387597,0.878123035103821,0.742270603134234
86,-0.210162907477549,0.19300823633657,1.04352795483535,0.784634909745911
87,-0.221965225257576,0.270281939108932,0.89205185178651,0.839789933165967
88,-0.220002673844651,0.346655794757151,0.91272036709686,0.912971602496912
89,-0.223860848078005,0.57537081559151,0.874491123515645,0.940291232943368
90,-0.21260617389629,0.480301733623104,0.816310609333746,0.922036218809844
91,-0.217002750044933,0.373713604628525,0.87507496767162,0.896951443565703
92,-0.231419513556184,0.556131793130814,0.940789209551447,0.9459924597894
93,-0.238861839207223,1.23980598226275,0.727228817842843,0.961790070339692
94,-0.217472233368754,0.492183285235643,0.888032102113886,0.928348768345294
95,-0.213797402479999,0.396957900995389,0.903232877990424,0.887916033724652
96,-0.218645090088983,0.318404262924268,1.15466300652217,0.87696943089888
97,-0.250837267991219,0.383418710534792,1.01488260838171,0.893898496817029
98,-0.217235637227144,0.640553644804858,1.03775752813704,0.942777914482512
99,-0.230641610270232,0.280802068860504,0.907423659914781,0.85142832911757
100,-0.225004191949498,0.262379962929429,0.749165631764486,0.835492659003216
101,-0.207945341082171,0.158706089028851,1.03205018184479,0.772138979065885
102,-0.224821222170456,0.210684363493885,0.907507186509679,0.779144205195714
103,-0.227685844661462,0.274309539446431,0.898651766533091,0.848455110627151
104,-0.228615283967406,0.405988487788429,0.795880110341406,0.876798102354389
105,-0.206725551129262,0.252103335676919,0.859104128904003,0.823049511636935
106,-0.211107701645387,0.206144023796349,0.841759092171158,0.805920275966722
107,-0.212265448391215,0.360305285188691,0.840230710493597,0.899200988955553
108,-0.22534888891707,0.182407354986153,0.840801034453205,0.825649606170638
109,-0.225115607808831,0.22738006825259,0.957119020493781,0.889482468748182
110,-0.197025180396514,0.495217063768796,0.705961880226262,0.921328291776629
111,-0.219681401785416,0.497365857872054,0.791161540400419,0.910411975267693
112,-0.216873814220385,0.387347867419831,0.864256916122262,0.907149647072138
113,-0.219256263478516,0.255353263990068,0.716843361216993,0.823465492748069
114,-0.233999406857436,0.141484311965745,0.839046338603464,0.763851539048336
115,-0.200938147261524,0.187090356330158,0.744761215298078,0.782641012163561
116,-0.218938224632443,0.205844015128304,0.832802937348761,0.828078094847687
117,-0.222021777484552,0.237639240660986,0.959172235354396,0.7675148116853
118,-0.206321701487572,0.20147416815555,0.892366225953019,0.814543363037476
119,-0.221886289856395,0.250631090796399,0.864917712981327,0.836340629397957
120,-0.222568163996005,0.471752030140538,0.770320181132186,0.890741621763326
121,-0.226071538160181,0.397218333245532,0.897160681987829,0.904201837909901
122,-0.227546140869126,0.67236980991698,0.976084792602855,0.939143350947028
123,-0.214243152840713,0.226020689848564,0.842475973892744,0.83664726763532
124,-0.215639189305669,0.400503960512151,0.718507892473793,0.875915796158331
125,-0.208278934394821,0.198463772467172,0.907563823204943,0.805442103451435
126,-0.215191855941996,0.174638587205283,0.824099431275742,0.702264604503733
127,-0.216517864398211,0.230165025088305,0.945818528547826,0.836488633001168
128,-0.220586664493356,0.305848898602169,0.964829587815415,0.834248724746529
129,-0.222975229310105,0.32800571402091,0.992726115397282,0.879913563008865
130,-0.217755246981642,0.160382365208174,1.0658779199468,0.749034869940517
131,-0.203479758808274,0.27140209382822,0.843537588017966,0.832863342230609
132,-0.21143735455261,0.155886438671299,0.814461160151292,0.754637845378842
133,-0.225558983188486,0.43800049689606,0.928845138812326,0.914695495448089
134,-0.223016047569497,0.374962021003068,0.825094700387106,0.872103403681602
135,-0.21121000372837,0.425324338971937,0.862505958233556,0.909231966909708
136,-0.207580769884261,0.484767745309292,1.00709237361576,0.942043393578714
137,-0.221899679378589,0.667294036225917,0.87463943992331,0.935724926934709
138,-0.22410082801972,0.522635523628721,0.867988065678738,0.924145362175411
139,-0.227755832170984,0.940685947437253,0.918839720651652,0.961763666225197
140,-0.203788725555397,0.668593404111694,0.807488636721085,0.915617940568969
141,-0.215483686647178,0.62697531585966,0.924564607477465,0.927959713115151
142,-0.21593593557082,0.48859560760144,0.858912889250886,0.888880069333606
143,-0.215037015786699,0.195226818923646,0.890935027770663,0.840602175737035
144,-0.208860592130505,0.392765735928735,0.902213226583907,0.92012472345531
145,-0.238752413378243,0.704987889776369,0.846193597039067,0.923176654758639
146,-0.219200396960235,0.684307027049351,0.747713335208409,0.935929822316331
147,-0.213043794634324,0.705169213221635,0.977250205227839,0.943131671003427
148,-0.205179685979728,0.304402911325845,0.857492156470531,0.890192688861732
149,-0.21970428231091,0.556808251701544,0.884982522368035,0.890977622900725
150,-0.220390900060262,0.366676933847651,1.15012398839244,0.872899982866118
151,-0.225586093424214,0.319130356675602,0.805614098347471,0.868620243437038
152,-0.219124871494616,0.31734998962579,0.894482975398697,0.8965817106119
153,-0.224468693642717,0.267573469474397,0.83989194907161,0.856927036751626
154,-0.221195687954983,0.276969317670154,0.639466493320949,0.815452727293262
155,-0.225393981542963,0.114928510720901,0.756209035805462,0.651031547338618
156,-0.221272066066905,0.16678122809935,0.802063240860662,0.800245989634204
157,-0.218132585814481,0.274608583252269,0.843184787774474,0.879934665579776
158,-0.21951767134407,0.258466255505977,0.75303084806241,0.799897549292012
159,-0.204237697915209,0.266556451511349,0.746349824798879,0.860256391502172
160,-0.214765143189553,0.540589795064353,0.737892499936147,0.933891696602609
161,-0.209553748461368,0.655385213288453,0.942628524692466,0.929441068899753
162,-0.205257781641131,0.290966617243269,1.02093510438063,0.875623298473339
163,-0.211492967243671,0.249066965113831,0.859102109965152,0.874746687158707
164,-0.22367435908936,0.186343315374867,0.957317698484077,0.761813144464177
165,-0.247158472585709,0.167984995246598,0.749099622179778,0.693965717711301
166,-0.221935794684901,0.150509275411746,0.814370031031006,0.704327680235842
167,-0.23427937172581,0.169249101663679,0.813340095306986,0.768116500105861
168,-0.231230293086836,0.320429577409321,0.819364318799378,0.8909086038467
169,-0.219346032661162,0.17089124545711,0.782024237216145,0.701688995598454
170,-0.236764514636601,0.182056366287131,0.702638227216482,0.754943152954918
171,-0.222027951683468,0.181582275700776,0.670442291384266,0.740138829373422
172,-0.212672116404546,0.521734642514669,0.858643869560354,0.915969742197718
173,-0.21939579487302,0.435502992739642,0.782795591881212,0.896861059359485
174,-0.223230412708561,0.235507443504613,0.830587239538302,0.82834893732534
175,-0.191709919556089,0.318121813343868,0.982788606048506,0.849271906392514
176,-0.210722621252533,0.29874278436676,0.881386400142507,0.887270630847473
177,-0.206009837308897,0.385826184159974,0.888076199690892,0.890694776108168
178,-0.228690683077235,0.36194778400652,0.900208317965654,0.903179039696532
179,-0.210242292087377,0.157731200780304,1.11648758572099,0.77370279289532
180,-0.216636361727031,0.329403285620897,0.749751302557971,0.89628001120808
181,-0.22744664352794,0.197135186860474,0.720599885482063,0.758934238062358
182,-0.232856767520848,0.246429523170662,1.0452561306932,0.84334576348872
183,-0.207725787394219,0.158196509621031,1.11410167262076,0.747067674028671
184,-0.218056109422639,0.271085177321879,0.913237053941031,0.869944860059066
185,-0.231725416840403,0.427083385894216,0.892928945231712,0.912077292104069
186,-0.217931997877298,0.791184423547166,0.999251571118808,0.955656198035412
187,-0.199181525528557,1.11045475669037,0.9020653812863,0.967976254077308
188,-0.225040616185047,1.58214134112846,0.713737943755324,0.972752831453899
189,-0.2184175131373,1.9498920298408,0.744296385084077,0.976579311485972
190,-0.207388049087519,1.69400952625074,0.7278566052406,0.97829666841499
191,-0.225529592004352,1.44617626882794,0.820637982035256,0.972161315782818
192,-0.195458251207139,1.32712431642572,0.859385820418286,0.959718575323863
193,-0.218420022011854,0.85790208342425,0.942701048348192,0.959418888157058
194,-0.209121239601993,0.357883522425124,1.00265111515224,0.880172021730387
195,-0.217615675090133,0.313374360263921,0.88132530612525,0.86017588063051
196,-0.216710553052999,0.279707931906565,1.06384438170317,0.795145794049311
197,-0.22246140476055,0.198759861135308,0.729219833095078,0.826652748127871
198,-0.228433947064851,0.141031136728291,0.911109330057406,0.681243701264847
199,-0.211386284655617,0.170092685098329,0.892075549687155,0.766168244054994
200,-0.222685360607489,0.188292646022929,0.953457088570174,0.799601444111337
201,-0.234361959792751,0.186387221093098,0.737055912961627,0.808380095837495
202,-0.211008129562348,0.309514357378326,0.81960584763885,0.869752983659827
203,-0.216094335868067,0.611301655320565,0.932799645718844,0.941336358437018
204,-0.207509812801675,0.365331816724888,0.858257129776408,0.913042944194888
205,-0.216748093247886,0.296768598021912,0.774801179414929,0.882699917446949
206,-0.245141338979015,0.719744026848361,0.770925505753006,0.931849687253044
207,-0.209825582315796,0.403438291334021,0.850588993984643,0.922101073730071
208,-0.225492890926682,0.321956852286051,0.914107803131982,0.85775723024234
209,-0.219235420764985,0.128534660456719,0.82429879616663,0.689378977733486
210,-0.210806310142671,0.162079054372614,0.861422495497689,0.740398903781913
211,-0.218398522956383,0.111730088584898,0.766729383073634,0.717177306112384
212,-0.217240713498988,0.152742707914196,0.867531784999944,0.765732928300091
213,-0.212593575743013,0.29551730945155,0.965660402732165,0.78282559500053
214,-0.220378349450365,0.288706122823714,0.807130105608815,0.872430610225454
215,-0.215895889702282,0.255783780181426,0.919349897161684,0.816320461620807
216,-0.220772984651448,0.133188046863148,0.763002764961844,0.680874576170802
217,-0.232461498738715,0.221032003241464,0.807956789139208,0.801837229865491
218,-0.233378368886857,0.357474060084995,0.871434519757749,0.862784175797392
219,-0.235246017406798,0.245382238056418,0.943685370811484,0.816523292478332
220,-0.220352914561473,0.242947045718936,1.06308925644716,0.87642481413034
221,-0.220699903077923,0.298291469442803,0.859108040253377,0.839040296926982
222,-0.205772439055634,0.381868504479495,0.741632424236886,0.910943821457771
223,-0.226224267243157,0.246382549198807,1.05074962571219,0.878190169665524
224,-0.227245416461207,0.362346195684663,0.746809019972952,0.862183367542672
225,-0.211742358212322,0.287508012842889,0.923840603062844,0.896162859883378
226,-0.223352419782795,0.419003105138325,0.753919128595776,0.919696887625726
227,-0.222537874046272,0.306497006124392,0.880771466803105,0.857570139251836
228,-0.212386075551659,0.274213389991202,0.833003633584087,0.799790160844129
229,-0.22217942338036,0.390769308562235,0.873379327451977,0.896333807858892
230,-0.219425368818419,0.450333850113419,0.893299992259846,0.914149372761754
231,-0.215827774113703,0.373134569723665,0.86266567780347,0.898869477978716
232,-0.232339813995951,0.443586933708007,0.890033116587991,0.901695915786359
233,-0.233261550269321,0.661436265464917,0.85013068374392,0.938854096029268
234,-0.228529095493022,0.825672872849254,0.988281957623311,0.937041920303502
235,-0.218577554475506,0.509985532043308,0.797795513018487,0.919058622180097
236,-0.197023701807491,0.255267680586259,0.846285765855728,0.820767078388074
237,-0.224975969403705,0.159388632742182,0.868581497458701,0.746906851899889
238,-0.235962422142697,0.177654811280439,0.818326541751049,0.768423973877489
239,-0.228364880097626,0.171093657347808,0.71331192682903,0.702168783299142
240,-0.201122067516398,0.162619714664671,0.708272305803724,0.727483290381472
241,-0.219132634183519,0.173371595832798,0.820607069492575,0.736449650523587
242,-0.200740303279409,0.178572803737692,0.890421904982877,0.778256492715445
243,-0.223510926881893,0.241741412595128,0.93745329944088,0.848297472376416
244,-0.207541474803138,0.195593749652004,1.11295341293007,0.790018210237888
245,-0.208635551929586,0.266180392526032,0.876007644069289,0.837614803437261
246,-0.218830852301458,0.232516641644171,1.0400801843665,0.808249233572961
247,-0.23546677418892,0.157302546739911,1.14794825180229,0.763157805235312
248,-0.22601305629452,0.308175154034133,0.882014622316231,0.86463624759086
249,-0.217132728169191,0.173600803293613,0.875987780520143,0.782462763284925
250,-0.207354576006967,0.194170863778911,0.854725280638215,0.783346123341576
251,-0.220845259980787,0.260710714796437,0.735358114931314,0.84085788005453
252,-0.230983639179202,0.169089308956206,0.896691840906011,0.730786911401054
253,-0.218811006171042,0.271818506015085,0.783654160632467,0.802063946490459
254,-0.212385374454522,0.16358575852782,1.08438725849505,0.788357657408766
255,-0.213838886838189,0.335772140087789,0.877737569181834,0.85884366940408
256,-0.212029450761878,0.328749380862821,1.0364954974764,0.866506863251422
257,-0.217851778849479,0.291781979492116,0.79500902570195,0.870780709407456
258,-0.216036456472728,0.210854258377387,0.9076907088632,0.80130883980087
259,-0.206241130906737,0.167178961166055,0.754645445304787,0.754502131352974
260,-0.219744927235508,0.162206811501291,1.0062957016353,0.67071308399081
261,-0.215362723860229,0.203333188717941,0.880939956679263,0.79290380671798
262,-0.234583979464819,0.190507246377873,0.882645152680333,0.797264059418629
263,-0.23951094438969,0.164277382110483,0.79095825464849,0.772437592319605
264,-0.237516753143147,0.293868768850024,0.69103805206715,0.843935278936519
265,-0.232330453206427,0.21704557858897,0.866484270734626,0.784320287870056
266,-0.237166623513359,0.221755402399717,0.903836021077799,0.81190391937218
267,-0.211980707013329,0.238352435347313,0.86924926640463,0.810703561347623
268,-0.227563435125097,0.213743135667266,0.975635419469937,0.785414518869348
269,-0.219445019918687,0.253303992775954,0.894788176505852,0.834733205277928
270,-0.219351836159188,0.440864361802701,0.707227965126505,0.888338739983804
271,-0.199445498993322,0.279046093501814,0.922788246845003,0.86740394846237
272,-0.219137182637249,0.250171654706998,1.09159571246512,0.842707489560435
273,-0.24662027359463,0.311189045003864,0.902781013847598,0.856112191551765
274,-0.216761537225839,0.197768618140193,0.716912701677396,0.715571116242314
275,-0.211716451776237,0.193248601685468,0.848420686714284,0.778368049992177
276,-0.22842823109713,0.189224433645145,0.907549910605552,0.79056341728151
277,-0.214079132991172,0.223962885680185,0.816749385845755,0.82508316236887
278,-0.212435170655701,0.147864960825797,0.873152518455156,0.739986830516174
279,-0.241139515335584,0.185187708551191,0.977209386201139,0.753474546248676
280,-0.218345257426056,0.133722930855496,0.982315798984301,0.746181671061214
281,-0.217888535482927,0.152616731336626,0.745383962239342,0.699855072495368
282,-0.217453506666152,0.15893843450774,0.93862358631638,0.6338338539258
283,-0.211049584020762,0.300814493909801,0.918944253830487,0.818824189853267
284,-0.208689242644618,0.1564553003416,0.874585434909576,0.7193003648704
285,-0.204778380421827,0.2163564106871,0.853729497185079,0.828970632852031
286,-0.222405129256672,0.763583900095615,0.929305158591299,0.948442230626119
287,-0.200506622018749,0.474456282443166,0.887482238005051,0.930970276285194
288,-0.210280835971774,0.330405975477125,0.771982409717623,0.868734736517527
289,-0.226010493248939,0.534799740142372,0.820466073469088,0.926258743998092
290,-0.217795951556997,0.450375945888645,0.751183029730199,0.919806642731631
291,-0.218941559003793,0.362586591502432,0.703504714198156,0.890350387010547
292,-0.235571442930431,0.481941327750597,0.782860253164674,0.902779778116689
293,-0.21678429090921,0.310816604145563,0.975871283503339,0.875213930658708
294,-0.224603435713874,0.530768585637851,1.13680389004347,0.911172144099649
295,-0.219963066096406,0.533138675606041,1.01609779649681,0.924500213509765
296,-0.191782714284343,0.202887036087889,0.93180664348718,0.830039647916529
297,-0.217230376361848,0.149440888529073,0.910480076158857,0.718172630383427
298,-0.213020972121204,0.157315116018714,0.817626274263124,0.627755612083531
299,-0.220018102587221,0.174640860677358,0.843739075761755,0.704452450643262
300,-0.220667744408004,0.257025949772542,0.883653470152013,0.846359544585577
301,-0.208079089059777,0.288089733514148,0.653769284827901,0.833482076103134
302,-0.227913050883646,0.596462402581533,0.921831056704682,0.928947338535373
303,-0.208370120783808,0.714628572403797,0.900116485021235,0.955139820914207
304,-0.203203765743224,0.443666668014934,0.774369315169419,0.897129876299639
305,-0.222724464745467,0.522088427039958,0.918318559850501,0.935275793176986
306,-0.227915444150826,0.924357062789488,0.843987817873882,0.953966980294912
307,-0.221666882840472,0.459473315752413,0.965810091195494,0.917594749708957
308,-0.235521450923453,0.441782630395625,0.874741988958446,0.914597561469861
309,-0.210532327198645,0.255991211417188,0.926818622898074,0.837095528684447
310,-0.210266042897288,0.297115698918087,1.12368401949035,0.831739654273893
311,-0.208461990303375,0.145406509633778,0.958907279252875,0.715020082161942
312,-0.221008394791837,0.189790874597778,0.916179772932306,0.776804026892577
313,-0.227676649339312,0.19731598308937,0.859207821747762,0.829867284871115
314,-0.202108356436885,0.369448704231372,0.916051991903921,0.863489924313102
315,-0.214432600136858,0.399602870059452,0.815658361206271,0.886752868350987
316,-0.20123941212178,0.607718111116452,0.828391445658651,0.943397293021024
317,-0.228435991727303,0.453747779618826,0.86636416665946,0.899149692604249
318,-0.230973646458056,0.437784865095689,0.873538918769782,0.908448953589302
319,-0.223172427269977,0.28671908973263,1.05598591557819,0.864223746272884
320,-0.205864885386268,0.13698663813737,0.876294599125142,0.743396703376867
321,-0.231215809646009,0.252661571159482,0.843909798085715,0.832649006702345
322,-0.199573714450896,0.250843815125561,0.936429991336941,0.810825865344793
323,-0.212348597361709,0.170980707667023,0.884278280191757,0.675582757851883
324,-0.219920926379042,0.145677800073785,0.77462153851806,0.633044209914595
325,-0.194302406877441,0.179435287253816,0.768836113372379,0.763257995153961
326,-0.220801279888509,0.273807069102415,1.00392318473688,0.830174127840582
327,-0.225902309327666,0.528387074465506,0.9208513528318,0.904722484873862
328,-0.204890924620576,0.549224971313912,0.773257562520987,0.914070706632039
329,-0.209269346183405,0.96385307512965,0.814434394663338,0.959893658020813
330,-0.214257498957857,1.27189344869505,0.907973762924632,0.965209396691128
331,-0.222997806301551,1.68336091904856,1.02108940308189,0.973997738518923
332,-0.220592518216933,3.3321317670738,0.737117179606267,0.986265795419047
333,-0.212707077253157,2.78419622125259,0.732778038355599,0.984722435293291
334,-0.2283189895961,2.08400768358078,0.953039979249854,0.975399491660334
335,-0.215826852343302,1.55074777260998,0.911541474588914,0.975732233205196
336,-0.231444634917008,1.59031963631256,0.746019456199813,0.974534407003682
337,-0.227673362105278,0.6306790685964,0.851622201727242,0.940816984999952
338,-0.243486563382713,0.623236061368315,0.921501003991545,0.941269199156942
339,-0.228239562249696,1.16648133913478,0.830615818471432,0.959806071111527
340,-0.19014448446757,0.439259626028357,0.960289428692574,0.880440761434876
341,-0.219134725001607,0.328354659953128,0.893361220406373,0.855291515157377
342,-0.220756330566758,0.167036241080916,0.835440709948415,0.774138966001544
343,-0.214943557368681,0.514451562496101,0.840365223857168,0.922884659609779
344,-0.206770647509636,0.440520734861903,0.893361154452394,0.903987428195045
345,-0.227048385578811,1.01970927132696,0.826006568603471,0.934220282471951
346,-0.222812103330514,0.490635720235591,0.858684238683149,0.917371502005344
347,-0.21592994740851,0.528386632390937,0.959867959900681,0.919319019083956
348,-0.222086502469805,0.345009929281345,1.06192069138901,0.860912051338729
349,-0.192668634908315,0.256346856094398,0.888129505597031,0.825262439939663
350,-0.226121923155129,0.28535866880598,0.900117471340314,0.83798414908234
351,-0.218161875446559,0.246024450008207,0.899582855378153,0.767568841878259
352,-0.208714611175919,0.181226846312641,1.0016223920271,0.819381857888101
353,-0.221299211871466,0.164168710848931,0.733197113336871,0.758083143371872
354,-0.210709439994448,0.216473067918469,0.777814090765699,0.783886699307113
355,-0.214296357609184,0.160525530574921,0.856982624294573,0.812296131010625
356,-0.241549570903409,0.349263314387734,0.899377338345986,0.872802634744435
357,-0.224958868802508,0.202217526893567,0.896044170625852,0.788996693996309
358,-0.217310962508579,0.287625003790392,0.889966113219491,0.864561906418325
359,-0.212282529775682,0.303784182708329,0.908284510895838,0.883369276309405
360,-0.221238180347831,0.390247668224031,0.89582835375081,0.90916227983447
361,-0.230189284333316,0.506763206280316,0.87936414908249,0.930440924171263
362,-0.219289921115833,0.55152390311602,0.699512374649762,0.929666562463732
363,-0.208778776680988,0.856679902377097,0.72535130236526,0.923625724924141
364,-0.227981162176348,0.330991958796107,0.927551207427946,0.848449583305076
365,-0.234134798222701,0.171667966331554,0.86164890987164,0.796718169187426
366,-0.215675707607576,0.20117437811971,0.921118806944352,0.824245473984625
367,-0.220974066424342,0.406452041395449,0.944874653502563,0.904816303153082
368,-0.196152225061164,0.233166973658545,0.980847240534839,0.830390055582687
369,-0.245789029677728,0.243456349365121,0.739313135797555,0.784767873714946
370,-0.218019552495554,0.145394180496233,0.888534491885849,0.719919003317588
371,-0.2256022182801,0.234572432113027,0.831979307053761,0.809761305606727
372,-0.211371865164404,0.19435425721459,0.695764752266418,0.741605668483389
373,-0.238572234913253,0.152577413358844,0.865320990099759,0.739246371457136
374,-0.207336734166895,0.56896490907363,0.880592749291518,0.925495838566664
375,-0.229260071809754,0.501648338008529,0.883935688301892,0.921066943707657
376,-0.238915146629592,0.589572140409123,1.02574521237715,0.908855940422649
377,-0.223914166983236,0.378622158887118,0.898079543749471,0.888488480156954
378,-0.247161056957469,0.215598678709284,0.856834162748631,0.823781077300845
379,-0.227314877829364,0.476082817868711,1.04754468136661,0.880892093142411
380,-0.22673207970076,0.195209093325656,0.750771131870352,0.845985135017144
381,-0.226825682682894,0.193081548884777,1.02956094784865,0.73790902004036
382,-0.203665725781521,0.121613806245515,0.877847598092087,0.602535888244332
383,-0.20660367090219,0.0806678432553147,0.931234943776609,0.639713663663066
384,-0.235493381559012,0.128881283488775,0.915903896511875,0.710777432822841
385,-0.216914189553465,0.242257406855861,0.940497966810967,0.872960511455071
386,-0.216503877154241,0.227020426923069,0.75483641166346,0.76471370421621
387,-0.238343475459434,0.296068367743421,0.785399112727698,0.846421889062538
388,-0.218993085596888,0.159842821433357,0.836485320588964,0.749498451747271
389,-0.221844169012186,0.411912495033181,0.693519893653693,0.853675587852732
390,-0.212093437839902,0.154170322612763,0.822795542749932,0.754124189494531
391,-0.227403284022385,0.234287459530321,0.813970853607492,0.755114827097067
392,-0.225910054795992,0.18065187830979,1.08655797077651,0.738016897516069
393,-0.227022624347729,0.184820921606528,1.08617624499662,0.788246298622047
394,-0.204096187262119,0.331426263383888,1.07950785672749,0.912435341994909
395,-0.199299890606464,0.531926164517275,0.926055685204767,0.94035664763417
396,-0.226130020319447,1.44814293767166,0.894165222356861,0.962711675009496
397,-0.236091287554205,0.335651330152329,1.00443476775882,0.890959382133449
398,-0.228878342346427,0.560318366195932,0.941364523712107,0.932239278052843
