"index","area_id","observed","expected","covariate_raw","covariate_std","fitted_values","risk_dagarbayes"
110,"S02000714",96,68.87211038,38.5,1.22647902989865,92.901554065483,1.34889948272096
111,"S02000715",88,59.72261542,45,1.71293769795044,86.1937495675228,1.44323467687013
112,"S02000716",93,58.76786947,45.5,1.75035759549288,89.4937630091803,1.52283490649368
113,"S02000923",63,125.7642098,10.5,-0.869035232478279,62.1681885260075,0.494323374073372
114,"S02000925",52,91.36114808,16,-0.457416359511382,50.8747491613179,0.556853216388761
115,"S02000926",52,72.55551167,27,0.365821386422412,52.2229870244756,0.71976595330205
116,"S02000927",35,69.59429987,6.5,-1.16839441281784,36.2998400335592,0.521592143341713
117,"S02001184",87,94.86185741,32,0.740020361846863,87.1198615892447,0.918386630494764
118,"S02001185",102,109.0560986,29,0.515500976592193,98.1235207332892,0.899752714363919
119,"S02001186",106,128.8913491,32,0.740020361846863,113.707699439641,0.882198070185622
120,"S02001187",88,118.3272927,22.5,0.0290423085404052,91.1050304067748,0.769940969052314
121,"S02001188",109,132.7412533,28,0.440661181507302,109.479262734575,0.824756886144115
122,"S02001189",60,87.39243444,15,-0.532256154596272,63.6780402876107,0.728644769946641
123,"S02001190",78,114.9102606,9,-0.981294925105615,82.855946989117,0.721049160940786
124,"S02001191",112,106.1843596,32.5,0.777440259389309,109.3868104194,1.03015934579691
125,"S02001192",87,147.8272867,12.5,-0.719355642308498,90.9227463918089,0.615060645578425
126,"S02001193",89,106.0372327,7.5,-1.09355461773295,76.2650329431531,0.71922881238255
127,"S02001194",64,96.64764554,10,-0.906455130020724,64.8066867743457,0.670545944624424
128,"S02001195",140,129.1427597,28.5,0.478081079049747,136.776091284456,1.05910770067318
129,"S02001196",69,105.8473201,23,0.0664622060828504,73.0097663485826,0.689764901743437
130,"S02001197",83,103.7825066,28,0.440661181507302,83.4799759260163,0.804374250159191
131,"S02001198",82,110.3828715,15.5,-0.494836257053827,84.1568294067382,0.762408408688102
132,"S02001199",95,94.00919372,22,-0.00837758900203998,84.5834093718234,0.899735504845934
133,"S02001200",98,126.0165501,20,-0.158057179171821,96.3123500401103,0.764283341860112
134,"S02001201",65,121.8470114,16,-0.457416359511382,72.5264211601546,0.595225277393669
